Evidenèní èíslo;Název;Cizojazyènı název;Název 35;Název 20;Název 12;Název 7;Název 6;Název 3;Název ISC;Název ZDD;Kvalifikátor;Kvalifikátor - popis;Stav;Stav - popis;Km poloha;TUDU;TTP;Km polohy další;TUDU další;TTP další;X [S-JTSK (-Y)];Y [S-JTSK (-X)];GPS N (DMS);GPS E (DMS);GPS N (DEG);GPS E (DEG);Nadmoøská vıška (Bpv);VÚSC;VÚSC - popis;Vlastník;Provozovatel;Provozní obvod;Provozní obvod - popis;Oblastní øeditelství;Oblastní øeditelství - popis;Operativní øízení;Operativní øízení - popis;Dopravní uzel;Dopravní uzel - popis;Dálkové øízení;Dálkové øízení - popis
582189;Rašovice;-;Rašovice;Vıh Rašovice;Rašovice;Rašovic;-;-;-;-;11;Vıhybna;1;Aktivní;54,239;1302V1;513A;-;-;-;-621231,995;-1053192,364;"N50°08'00,139""";"E16°07'31,785""";N50,133372°;E16,125495°;0;520;Královehradeckı kraj;Stát;S;100172;Hradec Králové;314005;Hradec Králové;100651;CDP Praha;;;532002;Èastolovice
582197;Chomutov mìsto;-;Chomutov mìsto;Chomutov mìsto z;CHOMUTOVMST;CHOMODB;-;-;Chomutov mìsto;Chomutov mìsto;61;Zastávka;1;Aktivní;62,785;060208;504A;-;-;-;-807802,644;-990656,872;"N50°28'11,292""";"E13°24'49,316""";N50,469803°;E13,413699°;0;420;Ústeckı kraj;Stát;S;100198;Karlovy Vary;313007;Ústí nad Labem;100651;CDP Praha;;;-;-
582213;Branickı pivovar;-;Branickı pivovar AHr;AHr Branickı pivovar;BRANICKY PIV;BRANPIV;-;-;-;-;35;Automatické hradlo;4;Zrušen;8,39;020604;525G;-;-;-;-744063,313;-1049177,092;"N50°01'51,676""";"E14°24'56,315""";N50,031021°;E14,415643°;0;110;Hlavní mìsto Praha;Stát;S;100396;Praha hl.n.;311001;Praha;100651;CDP Praha;;;-;-
582312;Michle;-;Michle;AHr Michle;Michle;Michle;-;-;-;-;35;Automatické hradlo;4;Zrušen;2,116;171402;523A;-;-;-;-740174,112;-1047395,473;"N50°03'05,938""";"E14°27'57,785""";N50,051649°;E14,466051°;0;110;Hlavní mìsto Praha;Stát;S;100396;Praha hl.n.;311001;Praha;100651;CDP Praha;;;-;-
582338;Vl. Commexim Group;-;Vleèka Commexim Group;Vl. Commexim Group;VLCOMMEGROUP;VLCOMGR;-;-;-;-;81;Samostatné kolejištì vleèky;1;Aktivní;0,264;0751FA;-;-;-;-;-763271,377;-993787,082;"N50°30'00,777""";"E14°02'27,357""";N50,500216°;E14,040932°;0;420;Ústeckı kraj;266/94Sb§3;AD;100479;Ústí nad Labem;313007;Ústí nad Labem;0;-;;;558593;Lovosice
582361;Tunel odboèka;-;Odb Tunel;Odb Tunel;TUNEL ODB.;TUNLODB;-;-;-;Tunel;21;Odboèka (dopravna);1;Aktivní;10,401;0206C1;525G;-;-;-;-745918,682;-1049571,301;"N50°01'30,834""";"E14°23'26,668""";N50,025232°;E14,390741°;204,974;110;Hlavní mìsto Praha;Stát;S;100396;Praha hl.n.;311001;Praha;100651;CDP Praha;;;532564;Praha-Radotín
582395;izníkov vıhybna;-;Vıh izníkov;Vıh izníkov;ZIZNIKOV VY.;ZIZNIVY;ZIZ;-;-;izníkov;11;Vıhybna;1;Aktivní;4,99;1141B1;540D;4,99;1141B1;540C;-722363,281;-981006,316;"N50°39'52,803""";"E14°35'17,526""";N50,664668°;E14,588202°;0;510;Libereckı kraj;Stát;S;100255;Liberec;314005;Hradec Králové;100651;CDP Praha;;;568881;RDP Èeská Lípa
582460;Barrandov odboèka;-;Odb Barrandov;Odb Barrandov;BARRANDO ODB;BARRODB;PHA BA;-;-;Barrandov;21;Odboèka (dopravna);4;Zrušen;2,303;-;-;-;-;-;-744706,658;-1048160,08;"N50°02'21,453""";"E14°24'17,333""";N50,039292°;E14,404815°;0;110;Hlavní mìsto Praha;Stát;S;100396;Praha hl.n.;311001;Praha;100651;CDP Praha;;;532564;Praha-Radotín
582569;Závodištì hradlo;-;Závodištì hr.;Hr Závodištì;ZAVODISTE HR;ZAVODHR;-;-;-;-;31;Hradlo;4;Zrušen;7,3;-;-;-;-;-;-746706,653;-1051893,592;"N50°00'12,890""";"E14°23'03,434""";N50,003581°;E14,384287°;0;110;Hlavní mìsto Praha;Stát;S;100396;Praha hl.n.;311001;Praha;100651;CDP Praha;;;-;-
582577;Závodištì odboèka;-;Odb Závodištì;Odb Závodištì;Závodištì;-;-;-;-;Závodištì;21;Odboèka (dopravna);1;Aktivní;5,877;020202;521B;5,877;020202;525G;-746196,2;-1050616,777;"N50°00'56,083""";"E14°23'20,039""";N50,015579°;E14,388900°;0;110;Hlavní mìsto Praha;Stát;S;100396;Praha hl.n.;311001;Praha;100651;CDP Praha;;;532564;Praha-Radotín
582593;Dolina hradlo;-;Dolina hr.;Dolina;DOLINA HR.;DOLINHR;-;-;-;Dolina;31;Hradlo;4;Zrušen;0;-;-;-;-;-;-742891,528;-969951,382;"N50°44'16,805""";"E14°16'44,493""";N50,738001°;E14,279026°;0;0;-;Stát;S;100131;Dìèín;0;-;100651;CDP Praha;;;-;-
582668;Kosoø hradlo;-;Kosoø hr.;Hr Kosoø;KOSOR HR.;KOSORHR;-;-;-;Kosoø;31;Hradlo;1;Aktivní;13,05;020204;521B;-;-;-;-751129,256;-1055237,518;"N49°58'06,036""";"E14°19'46,536""";N49,968343°;E14,329593°;0;210;Støedoèeskı kraj;Stát;S;100024;Beroun;311001;Praha;100651;CDP Praha;;;-;-
582692;AHr Soutìska;-;AHr Soutìska;AHr Soutìska;SOUTESKA HR.;SOUTEHR;-;-;-;-;35;Automatické hradlo;1;Aktivní;8,067;086104;540D;-;-;-;-743990,49;-968751,333;"N50°44'50,351""";"E14°15'40,482""";N50,747320°;E14,261245°;0;420;Ústeckı kraj;Stát;S;100131;Dìèín;313007;Ústí nad Labem;100651;CDP Praha;;;-;-
582767;Kazín hradlo;-;Kazín hr.;Hr Kazín;KAZIN HR.;KAZINHR;-;-;-;Kazín;31;Hradlo;1;Aktivní;15,194;020204;521B;-;-;-;-751414,291;-1057098,517;"N49°57'05,101""";"E14°19'45,214""";N49,951417°;E14,329226°;0;210;Støedoèeskı kraj;Stát;S;100024;Beroun;311001;Praha;100651;CDP Praha;;;-;-
582866;Horní Mokropsy hradlo;-;Horní Mokropsy hr.;Hr Horní Mokropsy;H.MOKROP.HR.;HMOKRHR;-;-;-;Horní Mokropsy;31;Hradlo;1;Aktivní;17,297;020204;521B;-;-;-;-752451,751;-1058717,097;"N49°56'08,586""";"E14°19'04,844""";N49,935718°;E14,318012°;0;210;Støedoèeskı kraj;Stát;S;100024;Beroun;311001;Praha;100651;CDP Praha;;;-;-
582890;Varnsdorf staré nádraí státní hranice;-;Varnsdorf staré n. st.hr.;Varnsd.st.n.st.hr.;VARN.SN SH;VASNSH;-;-;-;Varnsdorf staré nádraí st. hr.;91;Státní hranice;1;Aktivní;13,706;115206;547F;-;-;-;-717434,958;-952880,708;"N50°55'16,137""";"E14°36'14,485""";N50,921149°;E14,604024°;347,801;420;Ústeckı kraj;Stát;S;100131;Dìèín;313007;Ústí nad Labem;100651;CDP Praha;;;-;-
582916;Prachovice kolej 1;-;Prachovice kolej 1;Prachovice kolej 1;Prachovicek1;Prachk1;-;-;-;Prachovice;8;Kolejová skupina DVM;3;Mimo provoz;21,262;1541E3;517D;-;-;-;-659355,603;-1075512,098;"N49°53'38,215""";"E15°38'01,262""";N49,893949°;E15,633684°;0;530;Pardubickı kraj;Stát;S;100081;Èeská Tøebová;314005;Hradec Králové;100651;CDP Praha;;;581215;V04440 kolejištì
582965;Korno hradlo;-;Korno hr.;Hr Korno;KORNO HR.;KORNOHR;-;-;-;Korno;31;Hradlo;4;Zrušen;32,78;020212;521B;-;-;-;-765612,055;-1057355,663;"N49°55'53,053""";"E14°08'01,797""";N49,931404°;E14,133832°;0;210;Støedoèeskı kraj;Stát;S;100024;Beroun;311001;Praha;100651;CDP Praha;;;-;-
583062;Tetín hradlo;-;Tetín hr.;Hr Tetín;TETIN HR.;TETINHR;TTN;TTN;-;Tetín;31;Hradlo;4;Zrušen;35,884;020212;521B;-;-;-;-766836,737;-1054960,456;"N49°57'04,256""";"E14°06'44,127""";N49,951182°;E14,112258°;0;210;Støedoèeskı kraj;Stát;S;100024;Beroun;311001;Praha;100651;CDP Praha;;;-;-
583070;Leština;-;Leština;Leština z;Leština;-;-;-;Leština;-;61;Zastávka;1;Aktivní;4,185;1001KB;-;-;-;-;-749810,634;-977878,844;"N50°39'31,668""";"E14°11'51,332""";N50,658797°;E14,197592°;0;420;Ústeckı kraj;266/94Sb§3;MBMrail;0;-;0;-;0;-;;;-;-
583088;Malé Bøezno nad Labem zastávka;-;Malé Bøezno nad Labem zastávka;M.Bøezno n.L.zast. z;M.Bøezno z;-;-;-;Malé Bøezno n.L. z.;-;61;Zastávka;1;Aktivní;2;1001KB;-;-;-;-;-751383,257;-976448,826;"N50°40'10,400""";"E14°10'21,885""";N50,669556°;E14,172746°;0;420;Ústeckı kraj;266/94Sb§3;MBMrail;0;-;0;-;0;-;;;-;-
583104;Oldøichov kol.1b,2b;-;Oldøichov kol.1b,2b;Oldøichov kol.1b,2b;Oldøich1b,2b;-;-;-;-;Oldøichov u Duchcova;8;Kolejová skupina DVM;1;Aktivní;24,674;-;504A;-;-;-;-781930,256;-976472,625;"N50°37'48,831""";"E13°44'42,923""";N50,630231°;E13,745256°;0;420;Ústeckı kraj;Stát;S;100479;Ústí nad Labem;313007;Ústí nad Labem;100651;CDP Praha;853309;Oldøichov u Duchcova;532895;Teplice v Èechách
583161;Skochovice;-;Odb Skochovice;Odb Skochovice z;SKOCHOV.ODB.;SKOVODB;SKE;SKE;Skochovice;Skochovice;23;Odboèka (dopravna) a zastávka;1;Aktivní;29,663;1721F1;523A;29,663;1721F1;523B;-748429,998;-1060927,654;"N49°55'15,584""";"E14°22'39,814""";N49,920996°;E14,377726°;0;210;Støedoèeskı kraj;Stát;S;100396;Praha hl.n.;311001;Praha;100651;CDP Praha;;;555466;Vrané nad Vltavou
583187;Hloubìtín;-;Odb Hloubìtín;Odb Hloubìtín;Od Hloubìtín;HLOUBTN;-;-;-;Hloubìtín;21;Odboèka (dopravna);4;Zrušen;9,859;-;-;-;-;-;-733900,552;-1041669,119;"N50°06'37,042""";"E14°32'31,490""";N50,110289°;E14,542081°;0;110;Hlavní mìsto Praha;Stát;S;100396;Praha hl.n.;311001;Praha;100651;CDP Praha;;;573162;Praha-Vysoèany
583211;Praha Masarykovo nádraí-Sluncová;-;Praha M.nádraí-Sluncová;Praha M.n.-Sluncová;SLUNCOVA ODB;SLUNODB;-;-;-;Praha Masarykovo nádraí;20;Odboèení v DVM;1;Aktivní;407,923;1501V1;526B;407,923;1501V1;526D;-739986,93;-1042925,161;"N50°05'30,117""";"E14°27'36,586""";N50,091699°;E14,460163°;0;110;Hlavní mìsto Praha;Stát;S;100396;Praha hl.n.;311001;Praha;100651;CDP Praha;857235;Praha Masarykovo nádraí;545558;CDP Praha
583229;Balabenka odboèka;-;Odb Balabenka;Odb Balabenka;BLBNKODB;BALBODB;PHA BL;-;-;Balabenka;21;Odboèka (dopravna);1;Aktivní;4,5;0901U1;525B;"4,500; 4,500";"0901U1; 0901U1";"526C; 526D";-738403,29;-1042002,852;"N50°06'06,650""";"E14°28'49,239""";N50,101847°;E14,480344°;0;110;Hlavní mìsto Praha;Stát;S;100396;Praha hl.n.;311001;Praha;100651;CDP Praha;;;545558;CDP Praha
583237;Praha hl. n.-Vítkov vıhybka è. 301;-;Praha hl.n.-Vítkov v.301;P.hl.n.-Vítkov v.301;PHLNVIT301;PHHL301;-;-;-;Praha hlavní nádraí;20;Odboèení v DVM;1;Aktivní;3,246;1704KA;525B;-;-;-;-739322,002;-1042851,556;"N50°05'35,405""";"E14°28'09,249""";N50,093168°;E14,469236°;0;110;Hlavní mìsto Praha;Stát;S;100396;Praha hl.n.;311001;Praha;100651;CDP Praha;857078;Praha hlavní nádraí;570762;Praha hl.n.
583260;Skály vıhybna;-;Vıh Skály;Vıh Skály;SKALY VYH.;SKALVYH;PHA SK;-;-;Skály;11;Vıhybna;1;Aktivní;11,989;0901W1;524A;11,989;0901W1;537-;-732015,213;-1041754,426;"N50°06'42,523""";"E14°34'06,112""";N50,111812°;E14,568364°;267,163;110;Hlavní mìsto Praha;Stát;S;100396;Praha hl.n.;311001;Praha;100651;CDP Praha;858324;Vıh Skály;545558;CDP Praha
583294;Vleèka SDC Bohosudov - Chabaøovice staré nádraí;-;vl.SDC Bohosudov-Chabaøovice st.n.;vl. SDC Bohosudov;-;-;-;-;-;-;81;Samostatné kolejištì vleèky;1;Aktivní;9,774;0598AB;-;-;-;-;-768952,787;-974308,057;"N50°39'58,670""";"E13°55'20,783""";N50,666297°;E13,922440°;0;420;Ústeckı kraj;Stát;S;100479;Ústí nad Labem;313007;Ústí nad Labem;100651;CDP Praha;;;532796;Bohosudov
583302;Vleèka SDC prùmyslová kolej - Ústí n. L. západ;-;vl. SDC ULZ prùmysl;vl. SDC ULZ prùm.k.;-;-;-;-;-;-;81;Samostatné kolejištì vleèky;1;Aktivní;1;0588A1;-;-;-;-;-763479,304;-976057,512;"N50°39'27,847""";"E14°00'09,323""";N50,657735°;E14,002590°;0;420;Ústeckı kraj;Stát;S;100479;Ústí nad Labem;313007;Ústí nad Labem;100651;CDP Praha;;;580191;Ústí n.L.z.vnìjší n.
583369;Praha-Libeò Vítkov;-;Praha-Libeò Vítkov;P.-Libeò-obv.Vítkov;PHA-LI.VIT.;PHVITV;-;-;-;Praha-Libeò;8;Kolejová skupina DVM;1;Aktivní;1,792;1501U1;-;-;-;-;-739070,813;-1042772,028;"N50°05'39,059""";"E14°28'21,228""";N50,094183°;E14,472563°;0;110;Hlavní mìsto Praha;Stát;S;100396;Praha hl.n.;311001;Praha;100651;CDP Praha;857177;Praha-Libeò;571760;Praha-Libeò
583468;Praha-Holešovice Rokytka;-;Praha-Holešovice Rokytka;P.-Holeš.-Rokytka;ROKYTKA ODB.;ROKYODB;-;-;-;Praha-Holešovice;20;Odboèení v DVM;1;Aktivní;1,043;0791B1;526A;1,043;0791B1;526C;-738442,347;-1041146,157;"N50°06'33,952""";"E14°28'41,446""";N50,109431°;E14,478179°;0;110;Hlavní mìsto Praha;Stát;S;100396;Praha hl.n.;311001;Praha;100651;CDP Praha;857250;Praha-Holešovice;545558;CDP Praha
583492;Ledvice;-;Vıh Ledvice;Vıh Ledvice;Ledvice;Ledvice;-;-;-;Ledvice;11;Vıhybna;4;Zrušen;28,737;-;-;-;-;-;-780065,11;-980878,792;"N50°35'36,489""";"E13°46'49,327""";N50,593469°;E13,780369°;0;420;Ústeckı kraj;Stát;S;100479;Ústí nad Labem;313007;Ústí nad Labem;100651;CDP Praha;;;533190;Oldøichov u Duchcova
583500;vl. v km 16,765;-;vl. v km 16,765;vl. v km 16,765;vl. v 16,765;-;-;-;-;-;29;Odboèení vleèky na širé trati;1;Aktivní;16,765;-;514A;-;-;-;-718589,004;-1088076,009;"N49°42'53,996""";"E14°50'21,077""";N49,714999°;E14,839188°;0;210;Støedoèeskı kraj;Stát;S;100396;Praha hl.n.;311001;Praha;100651;CDP Praha;;;-;-
583518;vl. v km 16,426;-;vl. v km 16,426;vl. v km 16,426;vl. v 16,426;-;-;-;-;-;29;Odboèení vleèky na širé trati;1;Aktivní;0;-;514A;-;-;-;-718927,435;-1088030,915;"N49°42'54,010""";"E14°50'04,033""";N49,715003°;E14,834454°;0;210;Støedoèeskı kraj;Stát;S;100396;Praha hl.n.;311001;Praha;100651;CDP Praha;;;-;-
583567;Rokytka vıhybka è.1 odboèka;-;Odb Rokytka vhb.è.1;Rokytka vhb.è.1;ROK.VY.1 ODB;ROV1ODB;-;-;-;-;21;Odboèka (dopravna);4;Zrušen;0;-;-;-;-;-;-738407,234;-1042008,497;"N50°06'06,457""";"E14°28'49,101""";N50,101794°;E14,480306°;0;0;-;Stát;S;100396;Praha hl.n.;0;-;100651;CDP Praha;;;-;-
583666;Praha-Vyšehrad vıhybna;-;Vıh Praha-Vyšehrad;Vıh Praha-Vyšehrad;PHA-VYSEH.VY;PVYSEVY;PHA VH;-;-;Praha-Vyšehrad;11;Vıhybna;1;Aktivní;3,221;0201B1;525B;3,221;0201B1;525J;-743205,118;-1045196,95;"N50°04'03,099""";"E14°25'11,788""";N50,067528°;E14,419941°;0;110;Hlavní mìsto Praha;Stát;S;100396;Praha hl.n.;311001;Praha;100651;CDP Praha;;;572263;Praha-Smíchov
583674;Km 76,130;-;Km 76,130;Km 76,130;Km 76,130;km76,13;-;-;-;-;73;Hranice pro návrat vozidel ze širé trati;1;Aktivní;76,13;010132;531H;-;-;-;-797469,595;-1020130,145;"N50°13'17,480""";"E13°37'07,259""";N50,221522°;E13,618683°;0;420;Ústeckı kraj;Stát;S;100305;Most;313007;Ústí nad Labem;100651;CDP Praha;;;-;-
583765;Praha jih;-;Praha jih;Praha jih;Praha jih;Pha jih;PHJ;PHJ;-;Praha jih;81;Samostatné kolejištì vleèky;1;Aktivní;1,7;0894B3;525H;-;-;-;-740082,922;-1047435,198;"N50°03'05,065""";"E14°28'02,598""";N50,051407°;E14,467388°;212,93;110;Hlavní mìsto Praha;ÈD;ÈD;0;-;0;-;0;-;;;-;-
583773;Praha-Michle autovlak;-;Praha-Michle autovlak;Praha-Michle auto.;PHA-MICH.AUT;PHAMICH;-;-;Praha-Michle autovl.;-;81;Samostatné kolejištì vleèky;1;Aktivní;1,81;-;-;-;-;-;-739897,399;-1047286,639;"N50°03'10,644""";"E14°28'10,824""";N50,052957°;E14,469673°;212,999;110;Hlavní mìsto Praha;ÈD;ÈD;0;-;0;-;0;-;;;-;-
583864;Praha-Holešovice Stromovka;-;Praha-Holešovice Stromovka;Praha-Holeš.Strom.;PHA-HOL. STR;PHOLSTR;-;-;-;-;20;Odboèení v DVM;4;Zrušen;413,647;-;-;-;-;-;-742232,233;-1040533,161;"N50°06'36,940""";"E14°25'28,293""";N50,110261°;E14,424526°;0;0;-;Stát;S;100396;Praha hl.n.;0;-;100651;CDP Praha;;;-;-
583963;Praha Masarykovo nádraí-Hrabovka;-;Praha Masarykovo n.-Hrabovka;Praha M.n.-Hrabovka;PHA MN.HRAB;PMSNHRA;-;-;-;Praha Masarykovo nádraí;20;Odboèení v DVM;1;Aktivní;408,726;1501V1;526B;408,726;1501V1;526B2;-740787,226;-1043047,907;"N50°05'22,667""";"E14°26'57,556""";N50,089630°;E14,449321°;0;110;Hlavní mìsto Praha;Stát;S;100396;Praha hl.n.;311001;Praha;100651;CDP Praha;857235;Praha Masarykovo nádraí;545558;CDP Praha
584060;Praha Masarykovo nádraí vıhybka è. 4;-;Praha Masarykovo n. vıh. è. 4;Praha Mas.n.vıh.è. 4;PHA M.N.V.4;PMNV4;-;-;-;-;20;Odboèení v DVM;4;Zrušen;410,844;-;-;-;-;-;-741363,222;-1042885,209;"N50°05'25,349""";"E14°26'27,733""";N50,090375°;E14,441037°;0;0;-;Stát;S;100396;Praha hl.n.;0;-;100651;CDP Praha;;;-;-
584235;Hlavaèov náv. Lo;-;Hlavaèov náv. Lo;AHr Hlavaèov náv. Lo;Hlavaèov Lo;-;-;-;-;-;35;Automatické hradlo;1;Aktivní;5,037;017106;528B;-;-;-;-790842,726;-1032995,407;"N50°06'56,892""";"E13°44'12,423""";N50,115803°;E13,736784°;0;210;Støedoèeskı kraj;Stát;S;100024;Beroun;311001;Praha;100651;CDP Praha;;;-;-
584243;Hlavaèov náv. So;-;Hlavaèov náv. So;AHr Hlavaèov náv. So;Hlavaèov So;-;-;-;-;-;35;Automatické hradlo;1;Aktivní;4,2;017102;528B;-;-;-;-790770,933;-1032249,664;"N50°07'21,111""";"E13°44'10,541""";N50,122531°;E13,736261°;0;210;Støedoèeskı kraj;Stát;S;100024;Beroun;311001;Praha;100651;CDP Praha;;;-;-
584268;Merkovka;-;Merkovka;AHr Merkovka;MERKOVKA;MERKA;-;-;-;-;35;Automatické hradlo;1;Aktivní;57,726;010124;528B;-;-;-;-785822,911;-1030895,084;"N50°08'27,705""";"E13°48'07,149""";N50,141029°;E13,801986°;0;210;Støedoèeskı kraj;Stát;S;100024;Beroun;311001;Praha;100651;CDP Praha;;;-;-
584342;Kolín-Hradiško;-;Kolín-Hradiško;Kolín-Hradiško;HRADIST.ODB.;HRADODB;-;-;-;Kolín;20;Odboèení v DVM;1;Aktivní;302,185;119102;502A;-;-;-;-687717,48;-1053586,931;"N50°03'29,445""";"E15°12'13,054""";N50,058179°;E15,203626°;195,698;210;Støedoèeskı kraj;Stát;S;100222;Kolín;311001;Praha;100651;CDP Praha;853416;Kolín;545558;CDP Praha
584359;Hradiško koleje èíslo 116,118;-;Hradiško kol. èíslo 116,118;Hradiško k.è116,118;-;-;-;-;-;Kolín;8;Kolejová skupina DVM;1;Aktivní;0,585;1191KA;-;-;-;-;-687474,307;-1053112,209;"N50°03'45,680""";"E15°12'22,176""";N50,062689°;E15,206160°;196,007;210;Støedoèeskı kraj;Stát;S;100222;Kolín;311001;Praha;100651;CDP Praha;853416;Kolín;545558;CDP Praha
584466;Strojírna hláska;-;Strojírna hl.;Hl Strojírna;STROJIRNA HL;STROJHL;-;-;-;Strojírna;41;Hláska;4;Zrušen;50,884;-;-;-;-;-;-762120,646;-1024846,373;"N50°13'30,773""";"E14°07'06,370""";N50,225215°;E14,118436°;0;210;Støedoèeskı kraj;Stát;S;100230;Kralupy nad Vltavou;311001;Praha;100651;CDP Praha;;;-;-
584516;Bezdìèín;-;Vıh Bezdìèín;Vıh Bezdìèín;Bezdìèín;Bezdìèn;BZD;-;-;Bezdìèín;11;Vıhybna;1;Aktivní;25,498;0931F1;541A;-;-;-;-704699,32;-1015120,01;"N50°22'53,900""";"E14°53'55,086""";N50,381639°;E14,898635°;0;210;Støedoèeskı kraj;Stát;S;100222;Kolín;311001;Praha;100651;CDP Praha;;;544510;Mladá Boleslav hl.n.
584854;Praha-Uhøínìves METRANS;-;Praha-Uhøínìves METRANS;P.-Uhøínìves METRANS;-;PHUMET;-;-;-;-;81;Samostatné kolejištì vleèky;3;Mimo provoz;173;1704FS;-;-;-;-;-732955,53;-1049100,041;"N50°02'42,831""";"E14°34'08,911""";N50,045231°;E14,569142°;0;110;Hlavní mìsto Praha;266/94Sb§3;266/94Sb§3;100396;Praha hl.n.;0;-;100651;CDP Praha;;;-;-
584862;Praha-Smíchov severní nástupištì;-;Praha-Smíchov sev. nást.;Pha-Smích.sev.nást.;PHA-SM.SEV.N;PSMSEVN;-;-;-;Praha-Smíchov severní nástupištì;9;Kolejová skupina DVM se zastávkou;4;Zrušen;0,618;-;-;-;-;-;-744222,218;-1045660,596;"N50°03'43,740""";"E14°24'24,302""";N50,062150°;E14,406751°;0;110;Hlavní mìsto Praha;Stát;S;100396;Praha hl.n.;311001;Praha;100651;CDP Praha;;;-;-
584870;Praha-Smíchov Na Kníecí;-;Praha-Smíchov Na Kníecí;Pha-Smích.Na Kníecí;PhaSm NaKní;PS KNIZ;-;-;-;-;1;eleznièní stanice;4;Zrušen;0,052;-;-;-;-;-;-744234,904;-1045019,037;"N50°04'04,249""";"E14°24'19,245""";N50,067847°;E14,405346°;0;0;-;Stát;S;100396;Praha hl.n.;0;-;100651;CDP Praha;;;-;-
584888;Praha-Zlíchov;-;Praha-Zlíchov;Praha-Zlíchov z;PHA-ZLÍCHOV;PHA-ZLÍ;-;-;Praha-Zlíchov;-;61;Zastávka;1;Aktivní;2,124;-;520A;-;-;-;-744553,993;-1047750,544;"N50°02'35,252""";"E14°24'22,103""";N50,043126°;E14,406140°;0;110;Hlavní mìsto Praha;Stát;S;100024;Beroun;311001;Praha;100651;CDP Praha;;;-;-
586891;Dìèín vıchod dolní nádraí;-;Dìèín vıchod dolní nádraí;Dìèín vıchod dol.n.;DECIN VY DN;DECIVDN;DCN VD;-;Dìèín vıchod dol.n.;Dìèín vıchod;8;Kolejová skupina DVM;1;Aktivní;456,87;1001M1;544B;-;-;-;-746161,895;-965254,099;"N50°46'32,692""";"E14°13'26,017""";N50,775748°;E14,223894°;140,86;420;Ústeckı kraj;Stát;S;100131;Dìèín;313007;Ústí nad Labem;100651;CDP Praha;855684;Dìèín vıchod;-;-
587329;Nouzov;-;Nouzov;AHr Nouzov;Nouzov;Nouzov;-;-;-;-;35;Automatické hradlo;1;Aktivní;16,728;090108;537-;-;-;-;-732797,964;-1038522,878;"N50°08'22,765""";"E14°33'05,197""";N50,139657°;E14,551444°;0;110;Hlavní mìsto Praha;Stát;S;100396;Praha hl.n.;311001;Praha;100651;CDP Praha;;;-;-
587618;vl. v km 1,091;-;vl. v km 1,091;vl. v km 1,091;vl. km 1,091;-;-;-;-;-;29;Odboèení vleèky na širé trati;1;Aktivní;1,091;0913C1;532D;-;-;-;-717962,891;-1039659,125;"N50°08'50,288""";"E14°45'33,334""";N50,147302°;E14,759259°;0;210;Støedoèeskı kraj;266/94Sb§3;S;100222;Kolín;311001;Praha;100651;CDP Praha;;;-;-
588111;Branka;-;Branka;AHr Branka;Branka;-;-;-;-;-;35;Automatické hradlo;1;Aktivní;57,455;126112;506A;-;-;-;-616633,386;-1022759,09;"N50°24'35,597""";"E16°08'27,763""";N50,409888°;E16,141044°;0;520;Královehradeckı kraj;Stát;S;100172;Hradec Králové;314005;Hradec Králové;100651;CDP Praha;;;-;-
588129;Malé Poøíèí;-;Malé Poøíèí;AHr Malé Poøíèí;Malé Poøíèí;-;-;-;-;-;35;Automatické hradlo;1;Aktivní;63,96;156114;506A;-;-;-;-612554,94;-1019374,92;"N50°26'39,377""";"E16°11'33,643""";N50,444271°;E16,192678°;0;520;Královehradeckı kraj;Stát;S;100172;Hradec Králové;314005;Hradec Králové;100651;CDP Praha;;;-;-
588202;ELNA Opatovice nad Labem;-;Odb ELNA Opatovice nad Labem;Odb ELNA Opatovice;EL Opatovice;EL Opat;-;ELO;-;ELNA Opatovice nad Labem;21;Odboèka (dopravna);1;Aktivní;15,485;1612D1;505C;-;-;-;-645270;-1048000;"N50°09'16,751""";"E15°46'58,955""";N50,154653°;E15,783043°;0;530;Pardubickı kraj;Stát;S;100172;Hradec Králové;314005;Hradec Králové;100651;CDP Praha;858829;Odb ELNA Opatovice nad Labem;545558;CDP Praha
588210;vl. v km 10,370;-;vl. v km 10,370;vl. v km 10,370;vl.km 10,370;vl10,37;-;-;-;-;29;Odboèení vleèky na širé trati;1;Aktivní;10,37;1641DA;511B;-;-;-;-639204,162;-1033260,685;"N50°17'33,621""";"E15°50'35,138""";N50,292672°;E15,843094°;0;520;Královehradeckı kraj;Stát;S;100172;Hradec Králové;314005;Hradec Králové;100651;CDP Praha;;;-;-
588228;vl. v km 10,658;-;vl. v km 10,658;vl. v km 10,658;vl.km 10,658;v10.658;-;-;-;-;29;Odboèení vleèky na širé trati;1;Aktivní;10,658;1641DA;511B;-;-;-;-638928,528;-1033166,749;"N50°17'37,688""";"E15°50'48,409""";N50,293802°;E15,846780°;0;520;Královehradeckı kraj;Stát;S;100172;Hradec Králové;314005;Hradec Králové;100651;CDP Praha;;;-;-
588236;Vl. RSM Smiøice;-;Vl. RSM Smiøice;Vl. RSM Smiøice;RSM Smiøice;RSM Smi;-;-;-;-;81;Samostatné kolejištì vleèky;1;Aktivní;10,514;1641DA;-;-;-;-;-639076,576;-1033211,013;"N50°17'35,696""";"E15°50'41,252""";N50,293249°;E15,844792°;0;520;Královehradeckı kraj;266/94Sb§3;266/94Sb§3;100172;Hradec Králové;314005;Hradec Králové;100651;CDP Praha;;;-;-
