Evidenèní èíslo;Název;Cizojazyènı název;Název 35;Název 20;Název 12;Název 7;Název 6;Název 3;Název ISC;Název ZDD;Kvalifikátor;Kvalifikátor - popis;Stav;Stav - popis;Km poloha;TUDU;TTP;Km polohy další;TUDU další;TTP další;X [S-JTSK (-Y)];Y [S-JTSK (-X)];GPS N (DMS);GPS E (DMS);GPS N (DEG);GPS E (DEG);Nadmoøská vıška (Bpv);VÚSC;VÚSC - popis;Vlastník;Provozovatel;Provozní obvod;Provozní obvod - popis;Oblastní øeditelství;Oblastní øeditelství - popis;Operativní øízení;Operativní øízení - popis;Dopravní uzel;Dopravní uzel - popis;Dálkové øízení;Dálkové øízení - popis
550350;Mirošovice;-;Mirošovice;Mirošovice;-;MiroOdb;-;-;-;Mirošovice;31;Hradlo;4;Zrušen;0;-;-;-;-;-;-724430,586;-1063601,834;"N49°55'34,436""";"E14°42'50,183""";N49,926232°;E14,713940°;0;0;-;ÈD;S;100396;Praha hl.n.;0;-;100651;CDP Praha;;;-;-
550368;Mirošovice u Prahy;-;Mirošovice u Prahy;Mirošovice u Prahy z;MIROSOV.U P.;MIROSUP;-;-;Mirošovice u Prahy;-;61;Zastávka;1;Aktivní;151,852;170406;519A;-;-;-;-724181,754;-1065501,828;"N49°54'34,537""";"E14°43'15,145""";N49,909594°;E14,720874°;352,541;210;Støedoèeskı kraj;Stát;S;100396;Praha hl.n.;311001;Praha;100651;CDP Praha;;;-;-
550384;Kounov;-;Kounov;Kounov z;KOUNOV;KOUNOV;KUO;-;Kounov;-;61;Zastávka;1;Aktivní;19,49;076210;531A;-;-;-;-794275,737;-1021217,177;"N50°12'57,846""";"E13°39'54,710""";N50,216068°;E13,665197°;0;210;Støedoèeskı kraj;Stát;S;100024;Beroun;311001;Praha;100651;CDP Praha;;;-;-
550426;Antonínov;-;Antonínov;Antonínov z;ANTONINOV;ANTONIN;-;-;Antonínov;-;61;Zastávka;1;Aktivní;5,498;168104;548D;-;-;-;-674515,479;-975276,89;"N50°46'17,465""";"E15°14'58,072""";N50,771518°;E15,249464°;0;510;Libereckı kraj;Stát;S;100255;Liberec;314005;Hradec Králové;100651;CDP Praha;;;-;-
550434;Krouna;-;Krouna;Krouna z;KROUNA;KROUNA;-;-;Krouna;-;61;Zastávka;1;Aktivní;40,717;201112;507B;-;-;-;-632071,382;-1091692,868;"N49°46'42,002""";"E16°02'12,533""";N49,778334°;E16,036815°;0;530;Pardubickı kraj;Stát;S;100081;Èeská Tøebová;314005;Hradec Králové;100601;CDP Pøerov;;;-;-
550459;Èerèany vıh. 19-22;-;Èerèany vıh. 19-22;Èerèany vıh.è.19-22;-;-;-;-;-;Èerèany;20;Odboèení v DVM;1;Aktivní;145,482;1704B1;519A;-;-;-;-726197,197;-1070504,368;"N49°51'45,391""";"E14°42'08,269""";N49,862609°;E14,702297°;290,192;210;Støedoèeskı kraj;Stát;S;100396;Praha hl.n.;311001;Praha;100651;CDP Praha;855049;Èerèany;545558;CDP Praha
550467;Èerèany;-;Èerèany;Èerèany;CERCANY;CERCANY;CEY;CEY;Èerèany;Èerèany;1;eleznièní stanice;1;Aktivní;143,702;1704B1;519A;"143,702; 143,702";"1704B1; 1704B1";"516A; 523A";-726423,816;-1071832,33;"N49°51'01,812""";"E14°42'05,840""";N49,850503°;E14,701622°;279,048;210;Støedoèeskı kraj;Stát;S;100396;Praha hl.n.;311001;Praha;100651;CDP Praha;855049;Èerèany;545558;CDP Praha
550483;Svojetín;-;Svojetín;Svojetín;SVOJETIN;SVOJETI;SVN;SVN;Svojetín;Svojetín;1;eleznièní stanice;1;Aktivní;15,79;0762E1;531A;-;-;-;-796888,993;-1022832,368;"N50°11'53,735""";"E13°37'56,275""";N50,198260°;E13,632299°;0;210;Støedoèeskı kraj;Stát;S;100024;Beroun;311001;Praha;100651;CDP Praha;;;-;-
550525;Jiøetín pod Bukovou;-;Jiøetín pod Bukovou;Jiøetín p.Bukovou nz;JIRETIN P.B.;JIRETPB;-;-;Jiøetín pod Bukovou;Jiøetín pod Bukovou;52;Nákladištì a zastávka;1;Aktivní;3,109;168102;548D;-;-;-;-673706,069;-977009,443;"N50°45'25,122""";"E15°15'50,113""";N50,756978°;E15,263920°;0;510;Libereckı kraj;Stát;S;100255;Liberec;314005;Hradec Králové;100651;CDP Praha;;;-;-
550533;Pustá Kamenice;-;Pustá Kamenice;Pustá Kamenice z;PUS.KAMENICE;PKAMENI;-;-;Pustá Kamenice;-;61;Zastávka;1;Aktivní;35,053;201110;507B;-;-;-;-629161,885;-1094692,013;"N49°45'16,365""";"E16°04'54,166""";N49,754546°;E16,081713°;0;530;Pardubickı kraj;Stát;S;100081;Èeská Tøebová;314005;Hradec Králové;100601;CDP Pøerov;;;-;-
550558;Oldøiš zastávka;-;Oldøiš zastávka;Oldøiš zastávka;Oldøiš zast.;OLDRZ;-;-;-;-;61;Zastávka;4;Zrušen;0;-;-;-;-;-;-620535,473;-1099139,252;"N49°43'25,056""";"E16°12'27,465""";N49,723627°;E16,207629°;0;0;-;Stát;S;100081;Èeská Tøebová;0;-;100651;CDP Praha;;;-;-
550566;Pyšely;-;Pyšely;Pyšely z;PYSELY;PYSELY;-;-;Pyšely;-;62;Zastávka v obvodu stanice, vıhybny, dopravny D3, dopravny RB;1;Aktivní;145,237;1704B1;519A;-;-;-;-726423,988;-1070595,832;"N49°51'41,483""";"E14°41'57,620""";N49,861523°;E14,699339°;287,753;210;Støedoèeskı kraj;Stát;S;100396;Praha hl.n.;311001;Praha;100651;CDP Praha;855049;Èerèany;-;-
550582;Hoøesedly;-;Hoøesedly;Hoøesedly nz;HORESEDLY;HORESDL;-;-;Hoøesedly;Hoøesedly;52;Nákladištì a zastávka;1;Aktivní;12,083;0762D1;531A;-;-;-;-796747,45;-1026228,334;"N50°10'05,676""";"E13°38'28,448""";N50,168243°;E13,641236°;0;210;Støedoèeskı kraj;Stát;S;100024;Beroun;311001;Praha;100651;CDP Praha;;;-;-
550624;Nová Ves nad Nisou;-;Nová Ves nad Nisou;Nová Ves n. Nisou nz;N.VES/NIS.;NVESNNS;-;-;Nová Ves nad Nisou;Nová Ves nad Nisou;52;Nákladištì a zastávka;1;Aktivní;15,047;1671G1;548B;-;-;-;-679079,515;-980036,008;"N50°43'26,121""";"E15°11'37,636""";N50,723922°;E15,193788°;0;510;Libereckı kraj;Stát;S;100255;Liberec;314005;Hradec Králové;100651;CDP Praha;;;-;-
550632;Polièka;-;Polièka;Polièka;POLICKA;POLICKA;POA;POA;Polièka;Polièka;1;eleznièní stanice;1;Aktivní;19,291;2011D1;507B;-;-;-;-616517,808;-1100128,77;"N49°43'07,843""";"E16°15'52,341""";N49,718845°;E16,264539°;0;530;Pardubickı kraj;Stát;S;100081;Èeská Tøebová;314005;Hradec Králové;100601;CDP Pøerov;;;543330;Svitavy
550665;Mraè;-;Mraè;Mraè z;MRAC;MRAC;MRC;MRC;Mraè;-;61;Zastávka;1;Aktivní;141,631;170402;519A;-;-;-;-726949,572;-1073778,448;"N49°49'57,116""";"E14°41'52,678""";N49,832532°;E14,697966°;298,102;210;Støedoèeskı kraj;Stát;S;100396;Praha hl.n.;311001;Praha;100651;CDP Praha;;;-;-
550681;Chrášany;-;Chrášany;Chrášany;CHRASTANY;CHRASTN;CNY;CNY;Chrášany;Chrášany;1;eleznièní stanice;1;Aktivní;8,707;0762C1;531A;-;-;-;-795608,749;-1029356,96;"N50°08'30,902""";"E13°39'48,289""";N50,141917°;E13,663414°;0;210;Støedoèeskı kraj;Stát;S;100024;Beroun;311001;Praha;100651;CDP Praha;;;-;-
550723;Luèany nad Nisou;-;Luèany nad Nisou;Luèany nad Nisou z;LUCANY/NISOU;LUCANNN;-;-;Luèany nad Nisou;-;61;Zastávka;1;Aktivní;19,25;167114;548B;-;-;-;-676626,247;-978596,42;"N50°44'22,326""";"E15°13'32,492""";N50,739535°;E15,225692°;0;510;Libereckı kraj;Stát;S;100255;Liberec;314005;Hradec Králové;100651;CDP Praha;;;-;-
550731;Borová u Polièky;-;Borová u Polièky;Borová u Polièky;BOROVA U POL;BOROVUP;BOP;BOP;Borová u Polièky;Borová u Polièky;1;eleznièní stanice;1;Aktivní;28,429;2011E1;507B;-;-;-;-623586,156;-1096611,295;"N49°44'35,197""";"E16°09'41,816""";N49,743110°;E16,161615°;0;530;Pardubickı kraj;Stát;S;100081;Èeská Tøebová;314005;Hradec Králové;100601;CDP Pøerov;;;543330;Svitavy
550764;Lštìní;-;Lštìní;Lštìní z;LSTENI;LSTENI;-;-;Lštìní;-;61;Zastávka;1;Aktivní;63,765;173112;516A;-;-;-;-725230,04;-1070517,936;"N49°51'49,112""";"E14°42'56,376""";N49,863642°;E14,715660°;0;210;Støedoèeskı kraj;Stát;S;100222;Kolín;311001;Praha;100651;CDP Praha;;;-;-
550780;Janov u Rakovníka;-;Janov u Rakovníka;Janov u Rakovníka z;JANOV U RAK.;JANOVUR;-;-;Janov u Rakovníka;-;61;Zastávka;2;Evidován;17,2;076210;-;-;-;-;-796070,069;-1021855,261;"N50°12'28,908""";"E13°38'29,897""";N50,208030°;E13,641638°;0;210;Støedoèeskı kraj;Stát;S;100024;Beroun;311001;Praha;100651;CDP Praha;;;-;-
550806;vleèka u Jablonecké Paseky;-;vl.v km 16,336;vl. v km 16,336;vl.vkm16,336;-;-;-;-;-;29;Odboèení vleèky na širé trati;4;Zrušen;16,335;-;-;-;-;-;-679195,764;-979169,916;"N50°43'53,450""";"E15°11'26,190""";N50,731514°;E15,190608°;0;510;Libereckı kraj;Stát;S;100255;Liberec;314005;Hradec Králové;100651;CDP Praha;;;-;-
550822;Jablonecké Paseky;-;Jablonecké Paseky;Jablonecké Paseky z;JABL.PASEKY;JABLPSK;JAP;JAP;Jablonecké Paseky;-;61;Zastávka;1;Aktivní;16,346;167114;548B;-;-;-;-678993,128;-979129,172;"N50°43'55,585""";"E15°11'36,178""";N50,732107°;E15,193383°;0;510;Libereckı kraj;Stát;S;100255;Liberec;314005;Hradec Králové;100651;CDP Praha;;;-;-
550830;Oldøiš;-;Oldøiš;Oldøiš z;OLDRIS;OLDRIS;-;-;Oldøiš;-;61;Zastávka;1;Aktivní;25,159;201108;507B;-;-;-;-621448,102;-1098491,404;"N49°43'42,559""";"E16°11'38,536""";N49,728489°;E16,194037°;0;530;Pardubickı kraj;Stát;S;100081;Èeská Tøebová;314005;Hradec Králové;100601;CDP Pøerov;;;-;-
550863;Zlenice;-;Zlenice;Zlenice z;ZLENICE;ZLENICE;-;-;Zlenice;-;61;Zastávka;1;Aktivní;61,432;173112;516A;-;-;-;-723734,582;-1068950,589;"N49°52'45,805""";"E14°44'00,229""";N49,879390°;E14,733397°;0;210;Støedoèeskı kraj;Stát;S;100222;Kolín;311001;Praha;100651;CDP Praha;;;-;-
550921;Jablonec nad Nisou;-;Jablonec nad Nisou;Jablonec nad Nisou;JABLONEC/N.;JABLNNS;JNN;JNN;Jablonec nad Nisou;Jablonec nad Nisou;1;eleznièní stanice;1;Aktivní;12,185;1671F1;548B;-;-;-;-681433,08;-980072,816;"N50°43'15,323""";"E15°09'38,853""";N50,720923°;E15,160792°;0;510;Libereckı kraj;Stát;S;100255;Liberec;314005;Hradec Králové;100651;CDP Praha;;;542548;RDP Liberec
550939;Sádek u Polièky;-;Sádek u Polièky;Sádek u Polièky z;SADEK U POL.;SADEKUP;-;-;Sádek u Polièky;-;61;Zastávka;1;Aktivní;23,077;201108;507B;-;-;-;-620087,645;-1099842,152;"N49°43'04,082""";"E16°12'53,637""";N49,717801°;E16,214898°;0;530;Pardubickı kraj;Stát;S;100081;Èeská Tøebová;314005;Hradec Králové;100601;CDP Pøerov;;;-;-
550962;Poøíèí nad Sázavou;-;Poøíèí nad Sázavou;Poøíèí n. Sázavou z;PORICI/SAZ.;PORNSAZ;-;-;Poøíèí nad Sázavou;-;61;Zastávka;1;Aktivní;2,67;171102;523A;-;-;-;-728426,263;-1073041,403;"N49°50'14,422""";"E14°40'34,545""";N49,837339°;E14,676262°;0;210;Støedoèeskı kraj;Stát;S;100396;Praha hl.n.;311001;Praha;100651;CDP Praha;;;-;-
551028;Jablonec nad Nisou zastávka;-;Jablonec nad Nisou zastávka;Jablonec n.N.zast. z;JABLONEC/N.Z;JABLNNZ;-;-;Jablonec n.Nisou z.;-;61;Zastávka;1;Aktivní;14,091;167112;548B;-;-;-;-679654,372;-980358,417;"N50°43'13,425""";"E15°11'10,638""";N50,720396°;E15,186288°;0;510;Libereckı kraj;Stát;S;100255;Liberec;314005;Hradec Králové;100651;CDP Praha;;;-;-
551036;Pomezí zastávka;-;Pomezí zastávka;Pomezí zastávka z;POMEZI Z.;POMEZIZ;-;-;Pomezí zastávka;-;61;Zastávka;1;Aktivní;17,106;201106;507B;-;-;-;-614580,844;-1100083,881;"N49°43'16,298""";"E16°17'28,190""";N49,721194°;E16,291163°;0;530;Pardubickı kraj;Stát;S;100081;Èeská Tøebová;314005;Hradec Králové;100601;CDP Pøerov;;;-;-
551044;vl.v km 2,849;-;vl. v km 2,849;vl. v km 2,849;-;vlKovos;-;-;-;-;29;Odboèení vleèky na širé trati;1;Aktivní;2,849;0762M1;531A;-;-;-;-793343,922;-1033289,318;"N50°06'35,696""";"E13°42'10,023""";N50,109916°;E13,702784°;0;210;Støedoèeskı kraj;Stát;S;100024;Beroun;311001;Praha;100651;CDP Praha;;;-;-
551069;Benešov u Prahy;-;Benešov u Prahy;Benešov u Prahy;BENESOV U P.;BENUPHY;BNV;BNV;Benešov u Prahy;Benešov u Prahy;1;eleznièní stanice;1;Aktivní;134,416;1704A1;519A;"134,416; 134,416";"1704A1; 1704A1";"514A; 704-";-728798,711;-1079566,5;"N49°46'43,469""";"E14°40'59,447""";N49,778741°;E14,683180°;364,259;210;Støedoèeskı kraj;Stát;S;100396;Praha hl.n.;311001;Praha;100651;CDP Praha;;;545558;CDP Praha
551093;Teplice zámecká zahrada;-;Teplice zámecká zahrada;Teplice zám.zahr. nz;TEPLICE Z.Z.;TEPLZZA;TVC ZZ;-;Teplice zámecká zah.;Teplice zámecká zahrada;52;Nákladištì a zastávka;1;Aktivní;2,77;0671B1;539A;-;-;-;-777084,785;-976793,471;"N50°38'01,270""";"E13°48'49,292""";N50,633686°;E13,813692°;0;420;Ústeckı kraj;Stát;S;100479;Ústí nad Labem;313007;Ústí nad Labem;100651;CDP Praha;;;-;-
551127;Jablonec nad Nisou dolní nádraí;-;Jablonec nad Nisou dolní nádr.;Jablonec n.N.dol.n.z;JABLONEC/NDN;JBCNNDN;JNN DN;-;Jablonec n.N. dol.n.;-;61;Zastávka;1;Aktivní;10,836;167106;548B;-;-;-;-682169,976;-979377,826;"N50°43'34,614""";"E15°08'57,105""";N50,726282°;E15,149196°;0;510;Libereckı kraj;Stát;S;100255;Liberec;314005;Hradec Králové;100651;CDP Praha;;;-;-
551135;Pomezí;-;Pomezí;Pomezí z;POMEZI;POMEZI;-;-;Pomezí;-;61;Zastávka;1;Aktivní;14,473;201106;507B;-;-;-;-612120,037;-1100409,379;"N49°43'14,703""";"E16°19'32,099""";N49,720751°;E16,325583°;0;530;Pardubickı kraj;Stát;S;100081;Èeská Tøebová;314005;Hradec Králové;100601;CDP Pøerov;;;-;-
551168;Bystøice u Benešova;-;Bystøice u Benešova;Bystøice u Beneš. z;BYSTRICE U B;BYSTUBN;BUB;BUB;Bystøice u Benešova;-;61;Zastávka;1;Aktivní;129,235;170144;704-;-;-;-;-730488,843;-1083462,163;"N49°44'31,210""";"E14°40'01,627""";N49,742003°;E14,667119°;369,683;210;Støedoèeskı kraj;Stát;S;100396;Praha hl.n.;311001;Praha;100651;CDP Praha;;;-;-
551192;Bystøany v Èechách;-;Bystøany v Èechách;Bystøany v È. nz;BYSTRANY V C;BYSTRVC;-;-;Bystøany v Èechách;Bystøany v Èechách;52;Nákladištì a zastávka;1;Aktivní;6,572;0671C1;539A;-;-;-;-773778,02;-978195,173;"N50°37'31,788""";"E13°51'46,031""";N50,625497°;E13,862786°;0;420;Ústeckı kraj;Stát;S;100479;Ústí nad Labem;313007;Ústí nad Labem;100651;CDP Praha;;;-;-
551218;vl.v km 2,291;-;vl. v km 2,291;vl. v km 2,291;-;vlFerLi;-;-;-;Liberec;20;Odboèení v DVM;1;Aktivní;2,291;1671B1;548B;-;-;-;-687954,968;-976302,96;"N50°44'49,494""";"E15°03'44,557""";N50,747082°;E15,062377°;0;510;Libereckı kraj;Stát;S;100255;Liberec;314005;Hradec Králové;100651;CDP Praha;854216;Liberec;-;-
551226;Vesec u Liberce;-;Vesec u Liberce;Vesec u Liberce;VESEC U LIB.;VESECUL;VUL;VUL;Vesec u Liberce;Vesec u Liberce;1;eleznièní stanice;1;Aktivní;3,775;1671C1;548B;-;-;-;-686679,41;-976900,152;"N50°44'35,596""";"E15°04'52,970""";N50,743221°;E15,081381°;0;510;Libereckı kraj;Stát;S;100255;Liberec;314005;Hradec Králové;100651;CDP Praha;;;542548;RDP Liberec
551234;Kvìtná;-;Kvìtná;Kvìtná;KVETNA;KVETNA;KVE;KVE;Kvìtná;Kvìtná;1;eleznièní stanice;1;Aktivní;11,224;2011C1;507B;-;-;-;-609049,217;-1099804,487;"N49°43'45,189""";"E16°22'01,134""";N49,729219°;E16,366982°;0;530;Pardubickı kraj;Stát;S;100081;Èeská Tøebová;314005;Hradec Králové;100601;CDP Pøerov;;;543330;Svitavy
551242;Km 14,800;-;Km 14,800;Km 14,800;-;Km14,8;-;-;-;-;73;Hranice pro návrat vozidel ze širé trati;1;Aktivní;14,8;201106;507B;-;-;-;-612445,423;-1100427,066;"N49°43'12,963""";"E16°19'16,052""";N49,720268°;E16,321126°;0;530;Pardubickı kraj;Stát;S;100081;Èeská Tøebová;314005;Hradec Králové;100601;CDP Pøerov;;;-;-
551259;km 126,838=126,904;-;Km 126,838=126,904;km 126,838=126,904;km 126,838;-;-;-;-;-;70;Skok ve stanièení;1;Aktivní;126,838;170144;704-;-;-;-;-731322,402;-1085543,556;"N49°43'20,842""";"E14°39'34,208""";N49,722456°;E14,659502°;387,438;210;Støedoèeskı kraj;Stát;S;100396;Praha hl.n.;311001;Praha;100651;CDP Praha;;;-;-
551267;Tomice;-;Tomice;Tomice z;TOMICE;TOMICE;TOM;TOM;Tomice;-;61;Zastávka;1;Aktivní;123,774;170144;704-;-;-;-;-732200,135;-1088125,516;"N49°41'54,223""";"E14°39'07,955""";N49,698395°;E14,652210°;418,974;210;Støedoèeskı kraj;Stát;S;100396;Praha hl.n.;311001;Praha;100651;CDP Praha;;;-;-
551275;Olbramovice L1c, L2c;-;Olbramovice L1c, L2c;Olbramovice L1c,L2c;L1c, L2c;L1c,L2c;-;-;-;Olbramovice;76;Jiné DVM;1;Aktivní;121,738;170144;704-;-;-;-;-733837,929;-1089170,06;"N49°41'13,640""";"E14°37'53,913""";N49,687122°;E14,631642°;439,961;210;Støedoèeskı kraj;Stát;S;100396;Praha hl.n.;311001;Praha;100651;CDP Praha;855130;Olbramovice;-;-
551291;Prosetice;-;Prosetice;Prosetice z;PROSETICE;PROSETC;-;-;Prosetice;-;61;Zastávka;1;Aktivní;4,98;067104;539A;-;-;-;-775120,877;-977379,687;"N50°37'51,658""";"E13°50'32,484""";N50,631016°;E13,842357°;0;420;Ústeckı kraj;Stát;S;100479;Ústí nad Labem;313007;Ústí nad Labem;100651;CDP Praha;;;-;-
551325;Proseè nad Nisou;-;Proseè nad Nisou;Proseè nad Nisou z;PROSEC/NISOU;PROSCNN;PNN;PNN;Proseè nad Nisou;-;61;Zastávka;1;Aktivní;7,094;167106;548B;-;-;-;-684486,591;-978850,554;"N50°43'42,028""";"E15°06'56,540""";N50,728341°;E15,115706°;0;510;Libereckı kraj;Stát;S;100255;Liberec;314005;Hradec Králové;100651;CDP Praha;;;-;-
551333;Vendolí zastávka;-;Vendolí zastávka;Vendolí zastávka z;VENDOLI Z.;VENDOLZ;-;-;Vendolí zastávka;-;61;Zastávka;1;Aktivní;8,569;201104;507B;-;-;-;-606917,367;-1099207,875;"N49°44'12,006""";"E16°23'43,655""";N49,736668°;E16,395460°;0;530;Pardubickı kraj;Stát;S;100081;Èeská Tøebová;314005;Hradec Králové;100601;CDP Pøerov;;;-;-
551366;Olbramovice;-;Olbramovice;Olbramovice;OLBRAMOVICE;OLBRMVC;OLE;OLE;Olbramovice;Olbramovice;1;eleznièní stanice;1;Aktivní;119,496;1701S5;704-;119,496;1701S5;514B;-734643,485;-1091250,561;"N49°40'03,413""";"E14°37'27,954""";N49,667615°;E14,624432°;459,933;210;Støedoèeskı kraj;Stát;S;100396;Praha hl.n.;311001;Praha;100651;CDP Praha;855130;Olbramovice;545558;CDP Praha
551390;Úpoøiny;-;Úpoøiny;Úpoøiny;UPORINY;UPORINY;UPO;UPO;Úpoøiny;Úpoøiny;1;eleznièní stanice;1;Aktivní;13,498;0661C1;504C;13,498;0661C1;539A;-772889,252;-980105,96;"N50°36'34,722""";"E13°52'44,770""";N50,609645°;E13,879103°;0;420;Ústeckı kraj;Stát;S;100479;Ústí nad Labem;313007;Ústí nad Labem;100651;CDP Praha;;;-;-
551424;Vratislavice nad Nisou;-;Vratislavice nad Nisou;Vratislavice n.N. z;VRATISLAV./N;VRATSNN;-;-;Vratislavice n.Nisou;-;61;Zastávka;1;Aktivní;4,734;167106;548B;-;-;-;-685872,723;-977350,462;"N50°44'24,470""";"E15°05'36,702""";N50,740131°;E15,093528°;0;510;Libereckı kraj;Stát;S;100255;Liberec;314005;Hradec Králové;100651;CDP Praha;;;-;-
551432;Vendolí;-;Vendolí;Vendolí z;VENDOLI;VENDOLI;-;-;Vendolí;-;61;Zastávka;1;Aktivní;6,684;201104;507B;-;-;-;-605588,961;-1098370,073;"N49°44'43,697""";"E16°24'44,993""";N49,745471°;E16,412498°;0;530;Pardubickı kraj;Stát;S;100081;Èeská Tøebová;314005;Hradec Králové;100601;CDP Pøerov;;;-;-
551465;Vrchotovy Janovice;-;Vrchotovy Janovice;Vrchotovy Janovice z;VR.JANOVICE;VRCHJAN;-;-;Vrchotovy Janovice;-;61;Zastávka;1;Aktivní;4,205;177102;514B;-;-;-;-738007,82;-1091819,62;"N49°39'30,571""";"E14°34'45,490""";N49,658492°;E14,579303°;456,574;210;Støedoèeskı kraj;Stát;S;100396;Praha hl.n.;311001;Praha;100651;CDP Praha;;;-;-
551499;Lbín;-;Lbín;Lbín z;LBIN;LBIN;-;-;Lbín;-;61;Zastávka;1;Aktivní;15,15;066106;504C;-;-;-;-774333,381;-980338,638;"N50°36'20,553""";"E13°51'33,746""";N50,605709°;E13,859374°;0;420;Ústeckı kraj;Stát;S;100479;Ústí nad Labem;313007;Ústí nad Labem;100651;CDP Praha;;;-;-
551523;Liberec-Horní Rùodol;-;Liberec-Horní Rùodol;Liberec-Hor.Rùodol;LIBEREC-H.R.;LBCHRUZ;LBC RU;-;Liberec-Hor.Rùodol;Liberec-Horní Rùodol;1;eleznièní stanice;1;Aktivní;141,023;1141L1;540D;-;-;-;-689927,076;-975323,544;"N50°45'12,760""";"E15°01'58,396""";N50,753544°;E15,032888°;0;510;Libereckı kraj;Stát;S;100255;Liberec;314005;Hradec Králové;100651;CDP Praha;;;-;-
551531;Pustá Kamenice zastávka;-;Pustá Kamenice zastávka;Pus.Kamenice zast. z;P.KAMENICE Z;PKAMENZ;-;-;Pustá Kamenice zast.;-;61;Zastávka;1;Aktivní;34,046;201110;507B;-;-;-;-628389,613;-1095010,674;"N49°45'08,976""";"E16°05'34,317""";N49,752493°;E16,092866°;0;530;Pardubickı kraj;Stát;S;100081;Èeská Tøebová;314005;Hradec Králové;100601;CDP Pøerov;;;-;-
551564;Voraèice;-;Voraèice;Voraèice z;VORACICE;VORACIC;-;-;Voraèice;-;61;Zastávka;1;Aktivní;6,163;177102;514B;-;-;-;-739600,72;-1091243,573;"N49°39'42,119""";"E14°33'22,918""";N49,661700°;E14,556366°;480,823;210;Støedoèeskı kraj;Stát;S;100396;Praha hl.n.;311001;Praha;100651;CDP Praha;;;-;-
551598;alany;-;alany;alany nz;ZALANY;ZALANY;-;-;alany;alany;52;Nákladištì a zastávka;1;Aktivní;13,53;0651B1;539A;-;-;-;-771704,838;-982583,785;"N50°35'20,851""";"E13°54'02,437""";N50,589125°;E13,900677°;0;420;Ústeckı kraj;Stát;S;100479;Ústí nad Labem;313007;Ústí nad Labem;100651;CDP Praha;;;-;-
551614;vl.v km 139,015;-;vl.v km 139,015;vl.v km 139,015;-;-;-;-;-;-;29;Odboèení vleèky na širé trati;4;Zrušen;139,015;-;-;-;-;-;-691197,088;-974061,954;"N50°45'47,975""";"E15°00'45,881""";N50,763326°;E15,012745°;0;0;-;Stát;S;100255;Liberec;0;-;100651;CDP Praha;;;-;-
551622;Ostašov;-;Ostašov;Ostašov nz;OSTASOV;OSTASOV;-;-;Ostašov;Ostašov;52;Nákladištì a zastávka;1;Aktivní;139,025;114120;540D;-;-;-;-691180,169;-974066,052;"N50°45'47,913""";"E15°00'46,764""";N50,763309°;E15,012990°;0;510;Libereckı kraj;Stát;S;100255;Liberec;314005;Hradec Králové;100651;CDP Praha;855163;Ostašov;-;-
551630;Kvìtná zastávka;-;Kvìtná zastávka;Kvìtná zastávka z;KVETNA Z.;KVETNAZ;-;-;Kvìtná zastávka;-;61;Zastávka;1;Aktivní;12,22;201106;507B;-;-;-;-609974,572;-1099966,862;"N49°43'36,648""";"E16°21'16,108""";N49,726847°;E16,354474°;0;530;Pardubickı kraj;Stát;S;100081;Èeská Tøebová;314005;Hradec Králové;100601;CDP Pøerov;;;-;-
551663;Minartice;-;Minartice;Minartice z;MINARTICE;MINARTI;-;-;Minartice;-;61;Zastávka;1;Aktivní;7,612;177102;514B;-;-;-;-740723,821;-1090505,629;"N49°40'00,894""";"E14°32'22,463""";N49,666915°;E14,539573°;495,838;210;Støedoèeskı kraj;Stát;S;100396;Praha hl.n.;311001;Praha;100651;CDP Praha;;;-;-
551697;Hradištì v Èechách;-;Hradištì v Èechách;Hradištì v Èechách z;HRADISTE V C;HRADIVC;-;-;Hradištì v Èechách;-;61;Zastávka;1;Aktivní;11,666;065102;539A;-;-;-;-773358,271;-981839,731;"N50°35'37,012""";"E13°52'33,818""";N50,593614°;E13,876061°;0;420;Ústeckı kraj;Stát;S;100479;Ústí nad Labem;313007;Ústí nad Labem;100651;CDP Praha;;;-;-
551705;Vl.Kovošrot Rakovník;-;Vleèka Kovošrot Rakovník;Vleèka Kovošrot;-;VU1859;-;-;-;-;81;Samostatné kolejištì vleèky;1;Aktivní;0,294;0762MA;-;-;-;-;-793082;-1033420;"N50°06'32,747""";"E13°42'24,024""";N50,109096°;E13,706673°;0;210;Støedoèeskı kraj;266/94Sb§3;266/94Sb§3;100024;Beroun;311001;Praha;100651;CDP Praha;;;-;-
551721;Karlov pod Ještìdem;-;Karlov pod Ještìdem;Karlov pod Ještìdem;KARLOVPJES.;KARLPJD;KPJ;KPJ;Karlov pod Ještìdem;Karlov pod Ještìdem;1;eleznièní stanice;1;Aktivní;136,516;1141J1;540D;-;-;-;-693081,688;-972658,279;"N50°46'25,175""";"E14°59'01,299""";N50,773660°;E14,983694°;0;510;Libereckı kraj;Stát;S;100255;Liberec;314005;Hradec Králové;100651;CDP Praha;;;-;-
551739;Krouna zastávka;-;Krouna zastávka;Krouna zastávka z;KROUNA Z.;KROUNAZ;-;-;Krouna zastávka;-;61;Zastávka;1;Aktivní;41,68;201112;507B;-;-;-;-632088,091;-1090812,633;"N49°47'10,244""";"E16°02'06,642""";N49,786179°;E16,035177°;0;530;Pardubickı kraj;Stát;S;100081;Èeská Tøebová;314005;Hradec Králové;100601;CDP Pøerov;;;-;-
