Q9274058	Hnojník	18.5389	49.6786	5433514
Q18924230	Marefy	16.973171111	49.149230833	5433515
Q66889140	Nový Hrozenkov	18.204196944	49.340782222	5433522
Q9347653	Střítež u Českého Těšína	18.5694	49.6789	5433524
Q19401024	Nevojice	17.047731388	49.136806388	5433525
Q66889150	Nový Hrozenkov zastávka	18.177446388	49.334545	5433532
Q9360292	Horní Tošanovice	18.5036	49.6811	5433534
Q18180157	Bylnice	18.014011388	49.067684166	5433535
Q18180217	Hanušovice	16.9292	50.0717	5433542
Q19401500	Svatý Štěpán	18.035201944	49.046115833	5433545
Q109502951	Hanušovice-Morava	16.9200394	50.0872892	5433547
Q18747816	Chrastice	16.9494	50.1431	5433552
Q11716284	Jakartovice	17.6917	49.9175	5433554
Q18423620	Bystřice nad Pernštejnem	16.246978888	49.513689722	5433555
Q19401284	Potůčník	16.9633	50.08	5433562
Q9348556	Svobodné Heřmanice	17.6544	49.9433	5433564
Q56713048	Rovné-Divišov	16.172896666	49.547643055	5433565
Q19401614	Vysoké Žibřidovice	16.9375	50.1164	5433572
Q9294423	Hradec nad Moravicí	17.8761	49.8775	5433574
Q56711737	Rozsochy	16.194992777	49.5374025	5433575
Q18170853	Hanušovice zastávka	16.92	50.0892	5433582
Q11688765	Branka u Opavy	17.8781	49.8892	5433584
Q18180158	Bystřice pod Hostýnem	17.665544444	49.393043611	5433585
Q9293149	Hlubočky	17.4083	49.6472	5433592
Q9191697	Chuchelná	18.1133	49.9886	5433594
Q19632459	Hlinsko pod Hostýnem	17.631853055	49.370903055	5433595
Q9293148	Hlubočky-Mariánské Údolí	17.3944	49.6131	5433602
Q11688517	Bolatice	18.0731	49.9633	5433604
Q25412006	Loukov	17.715356944	49.410392777	5433605
Q9293150	Hlubočky zastávka	17.4031	49.6256	5433612
Q9397005	Štěpánkovice	18.0344	49.9506	5433614
Q18180159	Bzenec	17.262956666	48.969154444	5433615
Q12020370	Hostašovice	18.016615	49.520976944	5433622
Q11794281	Návsí	18.7545318	49.5901961	5433624
Q18180600	Vracov	17.219509166	48.976604444	5433625
Q12038849	Mořkov	18.0442	49.5383	5433632
Q9174893	Bocanovice	18.7408	49.5642	5433634
Q18180160	Čejč	16.958486666	48.942195833	5433635
Q41710996	Horka nad Moravou	17.201513333	49.637664722	5433642
Q11727217	Jindřichov ve Slezsku	17.5383	50.2483	5433644
Q64860738	Terezín u Čejče	16.937921944	48.956614444	5433645
Q66827665	Horní Lideč	18.058536666	49.188316388	5433652
Q11727233	Jistebník	18.150932222	49.7490425	5433654
Q15886774	Dobronín	15.641716944	49.478271388	5433655
Q12038850	Mořkov hlavní trať	18.0684	49.5288	5433662
Q64405628	Dobronín zastávka	15.679402777	49.480246944	5433665
Q66889126	Lidečko	18.043388333	49.230155833	5433672
Q11736628	Karviná hlavní nádraží	18.5272	49.8558	5433674
Q56325014	Střítež u Jihlavy	15.625576111	49.458930833	5433675
Q66889122	Lidečko ves	18.052965277	49.209644444	5433682
Q11736626	Karviná-Darkov	18.5397	49.8347	5433684
Q64402324	Kamenná	15.655215277	49.507263055	5433685
Q66889187	Střelná	18.100257777	49.176238888	5433692
Q30531168	Karviná město	18.5467722	49.8603122	5433694
Q25412025	Dubňany	17.074543333	48.923593888	5433695
Q66889084	Horní Lipová	17.0833681	50.2247321	5433702
Q18180333	Kopřivnice	18.1472	49.5953	5433704
Q64856068	Svatobořice	17.098298333	48.976173055	5433705
Q18180334	Kopřivnice zastávka	18.1494	49.6039	5433714
Q66889059	Dzbel	16.848298888	49.610176111	5433715
Q9294436	Hranice na Moravě	17.741733611	49.565383888	5433722
Q66889062	Jesenec	16.861114444	49.606346111	5433725
Q18180248	Hranice na Moravě město	17.741840277	49.545848888	5433732
Q18180331	Konice	16.883722222	49.591586944	5433735
Q19400495	Černotín	17.772752777	49.527404722	5433742
Q18180621	Zlín-Malenovice	17.599359444	49.2098275	5433745
Q9294481	Hrubá Voda	17.4389	49.6694	5433752
Q11748044	Kravaře ve Slezsku	18.01	49.935	5433754
Q17750109	Zlín střed	17.658473888	49.226528055	5433755
Q9294480	Hrubá Voda zastávka	17.4217	49.6683	5433762
Q11748043	Kravaře-Kouty	18.0392	49.9308	5433764
Q18180619	Zlín-Louky	17.623622777	49.216499444	5433765
Q9368364	Velká Kraš	17.1272	50.3625	5433772
Q11766896	Malé Hoštice	17.9458	49.9322	5433774
Q18432048	Zlín-Podvesná	17.691093333	49.225895	5433775
Q11740588	Kobylá nad Vidnavkou	17.1256	50.3383	5433782
Q9368369	Velké Hoštice	17.9692	49.9381	5433784
Q18180622	Zlín-Prštné	17.640710833	49.219963055	5433785
Q9368365	Velká Kraš zastávka	17.155	50.365	5433792
Q9209228	Dolní Benešov-Zábřeh	18.0825	49.9236	5433794
Q18432052	Zlín-Příluky	17.715536111	49.220939722	5433795
Q9368692	Vidnava	17.1803	50.3725	5433802
Q19400660	Grešlové Mýto	15.874385	48.9845925	5433805
Q66889078	Hustopeče nad Bečvou	17.864240555	49.52351	5433812
Q64399545	Blížkovice	15.854305277	49.004303055	5433815
Q18747819	Milotice nad Bečvou	17.835765833	49.534225555	5433822
Q18170910	Hodonice	16.164403888	48.841514722	5433825
Q19401448	Špičky	17.813009166	49.536811944	5433832
Q18430400	Dyje	16.120098055	48.8500175	5433835
Q66889127	Jablůnka	17.947383888	49.376876944	5433842
Q17750111	Hodonín	17.122036111	48.856411111	5433845
Q66828917	Bystřička	17.958793611	49.417236388	5433852
Q18180231	Holešov	17.570898055	49.327015	5433855
Q11723377	Javorník ve Slezsku	17.0156	50.395	5433862
Q19400570	Dobrotice	17.608901944	49.344901944	5433865
Q9169406	Bernartice u Javorníka	17.0814	50.3964	5433872
Q19401612	Všetuly	17.541218888	49.321996666	5433875
Q9293850	Horní Heřmanice	17.1075	50.3881	5433882
Q19400690	Holubice	16.824638055	49.179812222	5433885
Q11725828	Jeseník	17.1935158	50.2277222	5433892
Q19400714	Hradčovice	17.575235277	49.044365	5433895
Q18180296	Jindřichov na Moravě	16.9892	50.0989	5433902
Q11735933	Krnov	17.6836	50.0889	5433904
Q106766889	Hrušky	16.939666666	48.783906666	5433905
Q19401036	Nové Losiny	17.0053	50.1161	5433912
Q11748247	Krnov-Cvilín	17.7128	50.0939	5433914
Q22696142	Hrušky zastávka	16.982185277	48.787296388	5433915
Q18170986	Hrušovany nad Jevišovkou-Šanov	16.383060555	48.810073888	5433925
Q11751113	Kunčice pod Ondřejníkem	18.2951	49.535	5433934
Q19400679	Hevlín	16.3897349	48.7516847	5433935
Q18180385	Loučná nad Desnou-Filipová	17.0839	50.0564	5433942
Q28125635	Kroměříž-Oskol	17.407548888	49.292003611	5433944
Q19400711	Hrabětice	16.385252777	48.798910277	5433945
Q19400836	Kouty nad Desnou	17.1069	50.0992	5433952
Q18180254	Hrušovany u Brna	16.591325833	49.034435277	5433955
Q18180384	Loučná nad Desnou	17.0867	50.0689	5433962
Q56324898	Vojkovice nad Svratkou	16.597425277	49.056151111	5433965
Q18431671	Loučná nad Desnou-Rejhotice	17.0911	50.0889	5433972
Q11764481	Lískovec u Frýdku	18.3281	49.6981	5433974
Q18590894	Žabčice	16.594865833	49.011211388	5433975
Q66889068	Libina	17.062252	49.8786116	5433982
Q9395131	Louky nad Olší	18.5867	49.7958	5433984
Q18180256	Hulín	17.476646388	49.316475	5433985
Q66889073	Hrabišín	17.038519	49.9079802	5433992
Q19400467	Břest	17.455240277	49.349281388	5433995
Q19401533	Třebětice	17.519453055	49.317443888	5434005
Q11798471	Opava zastávka	17.9342	49.9292	5434014
Q19886900	Hustopeče u Brna	16.736141666	48.937397222	5434015
Q9338532	Slavkov u Opavy	17.8483	49.9169	5434024
Q18180260	Huštěnovice	17.465128055	49.114936944	5434025
Q11787946	Město Albrechtice	17.5783	50.1681	5434034
Q62558379	Chornice	16.745094166	49.677013333	5434037
Q11757749	Lipník nad Bečvou	17.572856944	49.529231944	5434042
Q11750080	Krásné Loučky	17.6381	50.1256	5434044
Q66888980	Mezihoří	16.742019722	49.703296666	5434047
Q11757752	Lipová Lázně	17.1311	50.2283	5434052
Q11756959	Linhartovy	17.6142	50.1364	5434054
Q66888984	Nectava	16.780223888	49.657592777	5434057
Q11757753	Lipová Lázně jeskyně	17.143358888	50.244665	5434062
Q11784196	Mladecko	17.7122	49.8944	5434064
Q66888985	Šubířov	16.817392222	49.626663333	5434067
Q11757754	Lipová Lázně zastávka	17.1606	50.2294	5434072
Q9209238	Dolní Životice	17.7739	49.895	5434074
Q56324880	Brno-Chrlice	16.657283888	49.132064722	5434075
Q18431631	Litovel	17.074548611	49.712886944	5434082
Q11761999	Litultovice	17.7342	49.8875	5434084
Q18431634	Litovel předměstí	17.071268055	49.694099444	5434092
Q9396998	Štáblovice	17.8225	49.9003	5434094
Q40732816	Cholina	17.061035277	49.658035277	5434102
Q11786027	Mosty u Jablunkova	18.7515	49.5241	5434104
Q18180177	Chropyně	17.361030555	49.369369444	5434105
Q30237312	Chudobín	17.039047222	49.694561111	5434112
Q11786026	Mosty u Jablunkova zastávka	18.7514	49.5078	5434114
Q19401592	Věžky	17.416164444	49.408294722	5434115
Q18180379	Litovel město	17.070869444	49.701492222	5434122
Q4189414	Bohumín	18.3592	49.9011	5434124
Q18180264	Ivančice	16.372615833	49.098201666	5434125
Q41711078	Mladeč	17.002948888	49.703918333	5434132
Q11764364	Dolní Lutyně	18.4144	49.9125	5434134
Q18430588	Ivančice město	16.382648333	49.099025833	5434135
Q41711073	Mladeč jeskyně	17.014421388	49.702926666	5434142
Q18180440	Nový Jičín město	18.0089	49.5986	5434144
Q18180266	Ivanovice na Hané	17.087179166	49.306331666	5434145
Q30279323	Myslechovice	17.048854722	49.676898888	5434152
Q19401041	Šenov u Nového Jičína	17.9931	49.6114	5434154
Q19400705	Hoštice-Heroltice	17.0594025	49.291652777	5434155
Q11764209	Lukavice na Moravě	16.916673611	49.825183888	5434162
Q18180443	Odry	17.8333	49.6697	5434164
Q12023715	Jaroměřice nad Rokytnou	15.865410833	49.094150555	5434165
Q48001004	Bohušice	15.8524464	49.0862744	5434166
Q18432881	Odry-Loučky	17.8092	49.685	5434170
Q18425212	Heřmánky	17.7581	49.7133	5434174
Q48000557	Šebkovice	15.8324411	49.1222347	5434175
Q18425664	Jakubčovice nad Odrou	17.7887	49.6968	5434184
Q18180280	Jemnice	15.580941111	49.016010277	5434185
Q11292194	Opava východ	17.9081	49.9344	5434194
Q18180287	Jihlava-Bosch Diesel	15.60849	49.443790555	5434195
Q18180284	Jevíčko	16.730905555	49.630809722	5434197
Q11798470	Opava-Komárov	17.9594	49.9178	5434204
Q18180290	Jihlava-Staré Hory	15.568058055	49.410259166	5434205
Q66888981	Biskupice u Jevíčka	16.744827222	49.649726944	5434207
Q11751788	Kylešovice	17.9089	49.925	5434214
Q15886841	Jihlava	15.599475	49.414688055	5434215
Q11800991	Otice	17.8694	49.9189	5434224
Q16563202	Jihlava město	15.583395833	49.4039725	5434225
Q11781122	Mikulovice	17.3206	50.3025	5434232
Q11798472	Opava západ	17.8889	49.9386	5434234
Q64861231	Klobouky u Brna	16.886721388	48.992982777	5434235
Q11798302	Ondřejovice	17.3436	50.2725	5434242
Q11781305	Milotice nad Opavou	17.5578	50.0142	5434252
Q9369226	Vávrovice	17.8583	49.9753	5434254
Q64861266	Dambořice	16.942238055	49.019740277	5434255
