SR70;Èíslo;Tarifní název;Název 35;Název 20;Název 12;Název 7;Název 3;Zkratka;Km poloha;Kvalifikátor;Kvalifikátor-Popis;Stav;Stav-Popis;Obsazení;TUDU;DDR;DDR-Popis;OOØ;PO;PO-Popis;OØ;OØ-Popis;Vlastník;Provozovatel;Kraj;Kraj-Popis;JTSK Y;JTSK X;GPS X;GPS Y;Dopr. uzel;
500207;50020700;hr. infr. letištì Pardubice;hr. infr. letištì Pardubice;hi vl. v km 90,205;-;hiVlLet;-;-;90,175;90;Hranice infrastruktur;1;Aktivní;9;1611RA;-;-;100545;100081;Èeská Tøebová;314005;Hradec Králové;Stát;SDC;530;Pardubickı;-649284,994;-1061981,897;"E15°45'01,774""";"N50°01'31,988""";;-1
500116;50011600;hr. infr. Liberec-Rochlice;hr. infr. Liberec-Rochlice;hi vl. v km 2,291;-;hiVlFer;-;-;2,318;90;Hranice infrastruktur;1;Aktivní;9;1671B1;-;-;100545;100255;Liberec;314005;Hradec Králové;Stát;SDC;510;Libereckı;-687931,267;-976316,365;"E15°03'45,844""";"N50°44'49,162""";;-1
300038;30003800;hr. infr. Louky nad Olší;hr. infr. Louky nad Olší;hi Louky n.O.;-;hiLouky;-;-;327,7;90;Hranice infrastruktur;1;Aktivní;9;-;-;-;100560;100107;Èeskı Tìšín;316000;Ostrava;Stát;SDC;810;Moravskoslezskı;-450411,256;-1106112,066;"E18°34'02,907""";"N49°48'35,904""";;-1
700013;70001300;hr. infr. Malı Rapotín;hr. infr. Malı Rapotín;hi vl. v km 71,958;-;hiVlAP4;-;-;71,989;90;Hranice infrastruktur;1;Aktivní;9;0331P1;-;-;100545;100388;Plzeò;312009;Plzeò;Stát;SDC;320;Plzeòskı;-873502,25;-1056552,053;"E12°38'54,395""";"N49°47'35,014""";;-1
300095;30009500;hr. infr. Milotice nad Opavou;hr. infr. Milotice nad Opavou;hi Milotice nad Op.;-;hiMil/O;-;-;73,097;90;Hranice infrastruktur;1;Aktivní;9;-;-;-;100560;100354;Ostrava;316000;Ostrava;Stát;SDC;810;Moravskoslezskı;-520820,076;-1077142,182;"E17°33'19,587""";"N50°00'48,492""";;-1
700039;70003900;hr. infr. Mírová;hr. infr. Mírová;hi vl. v km 3,153;-;hiVlCho;-;-;3,18;90;Hranice infrastruktur;1;Aktivní;9;0191D1;-;-;100552;100198;Karlovy Vary;313007;Ústí nad Labem;Stát;SDC;410;Karlovarskı;-856808,861;-1008023,8;"E12°46'14,690""";"N50°14'51,693""";;-1
700112;70011200;hr. infr. Nebanice;hr. infr. Nebanice;hi Nebanice;-;hiNeban;-;-;226,048;90;Hranice infrastruktur;1;Aktivní;9;0112WB;-;-;100552;100198;Karlovy Vary;313007;Ústí nad Labem;Stát;SDC;410;Karlovarskı;-879670,739;-1018937,103;"E12°28'45,250""";"N50°07'04,513""";;-1
500181;50018100;hr. infr. Nestìmice;hr. infr. Nestìmice;hi vl. v km 522,240;-;hiVlTON;-;-;522,213;90;Hranice infrastruktur;1;Aktivní;9;0801W1;-;-;100552;100479;Ústí nad Labem;313007;Ústí nad Labem;Stát;SDC;420;Ústeckı;-755658,715;-975228,123;"E14°06'37,619""";"N50°40'30,147""";;-1
500082;50008200;hr. infr. Nové Mìsto p. S.;hr. infr. Nové Mìsto p. S.;hi vl. v km 11,710;-;hiVlMM2;-;-;11,683;90;Hranice infrastruktur;1;Aktivní;9;0971D1;-;-;100545;100255;Liberec;314005;Hradec Králové;Stát;SDC;510;Libereckı;-675877,099;-957450,42;"E15°11'54,548""";"N50°55'44,192""";;-1
500157;50015700;hr. infr. Novosedlice;hr. infr. Novosedlice;hi vl. v km 34,855;-;hiVl;-;-;34,822;90;Hranice infrastruktur;1;Aktivní;9;0641J1;-;-;100552;100479;Ústí nad Labem;313007;Ústí nad Labem;Stát;SDC;420;Ústeckı;-776079,067;-973549,918;"E13°49'16,126""";"N50°39'49,842""";;-1
500041;50004100;hr. infr. Opatovice nad Labem;hr. infr. Opatovice nad Labem;hi Opatovice n.L.;-;hiOpa/L;-;-;16,249;90;Hranice infrastruktur;1;Aktivní;9;-;-;-;100545;100172;Hradec Králové;314005;Hradec Králové;Stát;SDC;530;Pardubickı;-644673,28;-1047201,241;"E15°47'24,047""";"N50°09'44,707""";;-1
300046;30004600;hr. infr. Ostrava støed;hr. infr. Ostrava støed;hi Ostrava støed;-;hiOaStr;-;-;2,849;90;Hranice infrastruktur;1;Aktivní;9;2132C1;-;-;100560;100354;Ostrava;316000;Ostrava;Stát;SDC;810;Moravskoslezskı;-470610,399;-1102153,553;"E18°16'59,445""";"N49°49'48,920""";;-1
300053;30005300;hr. infr. Paskov;hr. infr. Paskov;hi Paskov;-;hiPasko;-;-;15,111;90;Hranice infrastruktur;1;Aktivní;9;2132F1;-;-;100560;100107;Èeskı Tìšín;316000;Ostrava;Stát;SDC;810;Moravskoslezskı;-470034,739;-1113464,537;"E18°18'16,387""";"N49°43'45,767""";;-1
500108;50010800;hr. infr. Prachovice;hr. infr. Prachovice;hi Prachovice;-;hiPrach;-;-;19,642;90;Hranice infrastruktur;1;Aktivní;9;-;-;-;100545;100081;Èeská Tøebová;314005;Hradec Králové;Stát;SDC;530;Pardubickı;-658103,619;-1074769,533;"E15°38'59,074""";"N49°54'06,948""";;-1
500025;50002500;hr. infr. Øasnice;hr. infr. Øasnice;hi vl. v km 11,455;-;hiVlMM1;-;-;11,483;90;Hranice infrastruktur;1;Aktivní;9;0971D1;-;-;100545;100255;Liberec;314005;Hradec Králové;Stát;SDC;510;Libereckı;-676076,893;-957461,48;"E15°11'44,471""";"N50°55'43,023""";;-1
500199;50019900;hr. infr. Slatina u Vysokého Mıta;hr. infr. Slatina u Vysokého Mıta;hi vl. v km 6,760;-;hiVlOse;-;-;6,787;90;Hranice infrastruktur;1;Aktivní;9;1581G1;-;-;100545;100081;Èeská Tøebová;314005;Hradec Králové;Stát;SDC;530;Pardubickı;-622059,085;-1072094,891;"E16°08'38,506""";"N49°57'49,243""";;-1
700070;70007000;hr. infr. Sokolov - Kraslice;hr. infr. Sokolov - Kraslice;hi Sokolov Kraslice;-;hiSokoK;-;-;0,664;90;Hranice infrastruktur;1;Aktivní;9;13114;-;-;100552;100198;Karlovy Vary;313007;Ústí nad Labem;Stát;SDC;410;Karlovarskı;-867458,2;-1013381,215;"E12°38'07,346""";"N50°11'05,653""";;-1
500256;50025600;hr. infr. Svìtec v. 22;hr. infr. Svìtec v. 22;hi Svìtec B;-;hiSvetB;-;-;22,673;90;Hranice infrastruktur;1;Aktivní;9;-;-;-;100552;100305;Most;313007;Ústí nad Labem;Stát;SDC;420;Ústeckı;-779123,698;-982655,401;"E13°47'49,754""";"N50°34'44,008""";;-1
500058;50005800;hr. infr. Svìtec v. 8;hr. infr. Svìtec v. 8;hi Svìtec A;-;hiSvetA;-;-;22,161;90;Hranice infrastruktur;1;Aktivní;9;66302;-;-;100552;100305;Most;313007;Ústí nad Labem;Stát;SDC;420;Ústeckı;-778671,736;-982588,325;"E13°48'11,993""";"N50°34'48,271""";;-1
300087;30008700;hr. infr. Šumperk - Desná;hr. infr. Šumperk - Desná;hi Šumperk Desná;-;hiSumpD;-;-;13,475;90;Hranice infrastruktur;1;Aktivní;9;194102;-;-;100560;100339;Olomouc;317008;Olomouc;Stát;SDC;710;Olomouckı;-561395,919;-1078705,627;"E16°59'40,377""";"N49°57'48,534""";;-1
700005;70000500;hr. infr. Tachov zast.;hr. infr. Tachov zast.;hi vl. v km 72,408;-;hiVlAP1;-;-;72,377;90;Hranice infrastruktur;1;Aktivní;9;0331P1;-;-;100545;100388;Plzeò;312009;Plzeò;Stát;SDC;320;Plzeòskı;-873857,809;-1056395,916;"E12°38'35,598""";"N49°47'38,163""";;-1
500223;50022300;hr. infr. Trutnov hlavní nádraí;hr. infr. Trutnov hlavní nádraí;hi Trutnov hl.n.;-;hiTrutH;-;-;124,239;90;Hranice infrastruktur;1;Aktivní;9;1401OB;-;-;100545;100172;Hradec Králové;314005;Hradec Králové;Stát;SDC;520;Královehradeckı;-631241,89;-1003341,937;"E15°54'18,281""";"N50°34'05,370""";;-1
500066;50006600;hr. infr. Tøebušice;hr. infr. Tøebušice;hi Tøebušice;-;hiTrebu;-;-;48,965;90;Hranice infrastruktur;1;Aktivní;9;0602B1;-;-;100552;100305;Most;313007;Ústí nad Labem;Stát;SDC;420;Ústeckı;-795599,613;-986638,782;"E13°34'31,331""";"N50°31'18,587""";;-1
300061;30006100;hr. infr. Tøinec-Konská;hr. infr. Tøinec-Konská;hi Tøinec-Konská;-;hiTrinK;-;-;313,381;90;Hranice infrastruktur;1;Aktivní;9;2501NA;-;-;100560;100107;Èeskı Tìšín;316000;Ostrava;Stát;SDC;810;Moravskoslezskı;-445729,031;-1119047,784;"E18°38'48,528""";"N49°41'50,917""";;-1
500165;50016500;hr. infr. Ústí nad Labem-Olšinky;hr. infr. Ústí nad Labem-Olšinky;hi vl. v km 433,748;-;hiVlSTZ;-;-;433,775;90;Hranice infrastruktur;1;Aktivní;9;1001P1;-;-;100552;100479;Ústí nad Labem;313007;Ústí nad Labem;Stát;SDC;420;Ústeckı;-758284,139;-976788,268;"E14°04'36,429""";"N50°39'28,208""";;-1
300079;30007900;hr. infr. Vratimov;hr. infr. Vratimov;hi Vratimov;-;hiVrati;-;-;10,768;90;Hranice infrastruktur;1;Aktivní;9;-;-;-;100560;100107;Èeskı Tìšín;316000;Ostrava;Stát;SDC;810;Moravskoslezskı;-469465,833;-1109598,178;"E18°18'28,252""";"N49°45'52,023""";;-1
572057;57205700;hr. VUSC 0100/0200 11;hr. VUSC 0100/0200 11;hr.VUSC 0100/0200 11;-;-;-;-;12,933;92;Hranice oblastí;1;Aktivní;9;0101YA;-;-;100545;100230;Kralupy nad Vltavou;311001;Praha;Stát;SDC;110;Hlavní mìsto Praha;-752755,22;-1042290,67;"E14°16'55,929""";"N50°04'53,933""";;-1
536789;53678900;hr. VUSC 0410/0420 03;hr.VUSC 0410/0420 03;hr.VUSC 0410/0420 03;-;-;-;-;8,94;92;Hranice oblastí;1;Aktivní;9;0551A1;-;-;100552;100198;Karlovy Vary;313007;Ústí nad Labem;Stát;SDC;410;Karlovarskı;-824881,464;-1009031,991;"E13°12'55,236""";"N50°16'59,903""";;-1
547281;54728100;hr.DU 010142/010154;hr.DU 010142/010154;hr.DU 010142/010154;-;-;-;-;117,116;94;Hranice TUDU (zaèátek nebo konec TUDU);1;Aktivní;9;-;-;-;100552;100198;Karlovy Vary;313007;Ústí nad Labem;Stát;SDC;420;Ústeckı;-809330,9;-997986,6;"E13°24'28,352""";"N50°24'09,324""";;-1
548024;54802400;hr.DU 010156/010144;hr.DU 010156/010144;hr.DU 010156/010144;-;-;-;-;7,109;94;Hranice TUDU (zaèátek nebo konec TUDU);1;Aktivní;9;-;-;-;100552;100198;Karlovy Vary;313007;Ústí nad Labem;Stát;SDC;420;Ústeckı;-810533,4;-993907,6;"E13°22'57,143""";"N50°26'14,020""";;-1
700278;70027800;hr.DU 021112/021114;hr. DU 021112/021114;státní hranice;-;hrDU053;-;-;55,525;91;Státní hranice;1;Aktivní;9;21112;-;-;100552;100198;Karlovy Vary;313007;Ústí nad Labem;Stát;SDC;410;Karlovarskı;-888434,124;-1008614,747;"E12°20'04,867""";"N50°11'47,900""";;-1
548990;54899000;hr.DU 057102/057104;hr. DU 057102/057104;hr.DU 057102/057104;-;hrDU088;-;-;216,2;94;Hranice TUDU (zaèátek nebo konec TUDU);1;Aktivní;9;57104;-;-;100552;100305;Most;313007;Ústí nad Labem;Stát;SDC;420;Ústeckı;-789449,124;-1004716,368;"E13°41'54,135""";"N50°22'09,024""";;-1
546457;54645700;hr.DU 0911C1/091106;hr. DU 0911C1/091106;hr.DU 0911C1/091106;-;hrDU153;-;-;7,534;94;Hranice TUDU (zaèátek nebo konec TUDU);1;Aktivní;9;91106;-;-;100545;100230;Kralupy nad Vltavou;311001;Praha;Stát;SDC;210;Støedoèeskı;-724117,904;-1034758,311;"E14°39'53,223""";"N50°11'01,127""";;-1
556985;55698500;hr.DU 1001M1/100602;hr.DU 1001M1/100602;hr.DU 1001M1/100602;-;-;-;-;?;94;Hranice TUDU (zaèátek nebo konec TUDU);1;Aktivní;9;1001M1;-;-;100552;100131;Dìèín;313007;Ústí nad Labem;Stát;SDC;420;Ústeckı;-746380,8;-964929,9;"E14°13'12,689""";"N50°46'42,097""";;-1
334730;33473000;hr.DU 18912A/1891EA;hr. DU 18912A/1891EA;4.TK;-;hrDU275;-;-;3,586;95;Trasovací bod TUDU, SENA;1;Aktivní;9;18912A;-;-;100560;100339;Olomouc;317008;Olomouc;Stát;SDC;710;Olomouckı;-512728,09;-1128264,491;"E17°44'02,200""";"N49°33'45,683""";;-1
341230;34123000;hr.DU 1891NG/190702;hr. DU 1891NG/190702;Kol.è.93;-;hrDU280;-;-;273,422;95;Trasovací bod TUDU, SENA;1;Aktivní;9;18914D;-;-;100560;100107;Èeskı Tìšín;316000;Ostrava;Stát;SDC;810;Moravskoslezskı;-466515,198;-1096217,669;"E18°19'58,421""";"N49°53'11,623""";;-1
333526;33352600;hr.DU 2131GF/216102;hr.DU 2131GF/216102;hr.DU 2131GF/216102;-;hrDU327;-;-;100,718;94;Hranice TUDU (zaèátek nebo konec TUDU);1;Aktivní;9;2131G1;-;-;100560;100107;Èeskı Tìšín;316000;Ostrava;Stát;SDC;810;Moravskoslezskı;-467554,45;-1129605,341;"E18°21'27,861""";"N49°35'12,001""";;-1
351270;35127000;hr.DU 230602/230604;hr. DU 230602/230604;hr DU 230602/230604;-;hrDU349;-;-;?;94;Hranice TUDU (zaèátek nebo konec TUDU);1;Aktivní;9;230604;-;-;100560;100040;Bøeclav;315002;Brno;Stát;SDC;640;Jihomoravskı;-550747,486;-1190732,72;"E17°17'45,390""";"N48°58'15,047""";;-1
732768;73276800;hr.tø.skl.km 113,020;hr.tø.skl.km 113,020;Km 113,020;-;km113,0;-;-;113,02;73;Odstup nezavìšeného postrku (na širé trati);4;Zrušen;9;30104;-;-;100545;100388;Plzeò;312009;Plzeò;Stát;SDC;320;Plzeòskı;-824975,399;-1070079,626;"E13°20'34,986""";"N49°44'26,230""";;-1
556142;55614200;hr.tø.skl.km 23,250;hr.tø.skl.km 23,250;hr.tø.skl.km 23,250;-;km23,25;-;-;23,25;74;Hranice tøídy sklonu;1;Aktivní;9;153106;-;-;100545;100081;Èeská Tøebová;314005;Hradec Králové;Stát;SDC;530;Pardubickı;-639279,172;-1069622,598;"E15°54'05,872""";"N49°58'04,538""";;-1
370163;37016300;hr.tø.skl.km 36,600;hr.tø.skl.km 36,600;Km 36,600;-;km36,6;-;-;36,6;73;Odstup nezavìšeného postrku (na širé trati);1;Aktivní;9;207102;-;-;100560;100180;Jihlava;315002;Brno;Stát;SDC;630;Vysoèina;-639459,629;-1115545,009;"E15°58'23,820""";"N49°33'27,456""";;-1
570176;57017600;hr.tø.skl.km 48,720;hr.tø.skl.km 48,720;hr.tø.skl.km 48,720;-;km48,7;-;-;48,72;74;Hranice tøídy sklonu;1;Aktivní;9;113106;-;-;100552;100255;Liberec;314005;Hradec Králové;Stát;SDC;420;Ústeckı;-751882,123;-990737,344;"E14°11'38,131""";"N50°32'30,236""";;-1
353862;35386200;hr.tø.skl.km 49,200;hr.tø.skl.km 49,200;Km 49,200;-;km49,2;-;-;49,2;73;Odstup nezavìšeného postrku (na širé trati);1;Aktivní;9;207106;-;-;100560;100180;Jihlava;315002;Brno;Stát;SDC;630;Vysoèina;-629753,259;-1115306,314;"E16°06'22,317""";"N49°34'11,255""";;-1
570184;57018400;hr.tø.skl.km 51,800;hr.tø.skl.km 51,800;hr.tø.skl.km 51,800;-;km51,8;-;-;51,8;74;Hranice tøídy sklonu;1;Aktivní;9;113106;-;-;100552;100255;Liberec;314005;Hradec Králové;Stát;SDC;420;Ústeckı;-749731,353;-989970,888;"E14°13'20,897""";"N50°33'04,485""";;-1
538827;53882700;hr.tø.skl.km 56,600;hr.tø.skl.km 56,600;Km 56,600;-;km56,0;-;-;56,665;73;Odstup nezavìšeného postrku (na širé trati);1;Aktivní;9;156112;-;-;100545;100172;Hradec Králové;314005;Hradec Králové;Stát;SDC;520;Královehradeckı;-617375,043;-1022957,609;"E16°07'51,603""";"N50°24'26,497""";;-1
557819;55781900;hr.tø.skl.km 62,100;hr.tø.skl.km 62,100;hr.tø.skl.km 62,100;-;km62,1;-;-;62,1;74;Hranice tøídy sklonu;1;Aktivní;9;143124;-;-;100545;100255;Liberec;314005;Hradec Králové;Stát;SDC;510;Libereckı;-668526,334;-1004677,011;"E15°23'06,685""";"N50°30'57,559""";;-1
753269;75326900;hr.tø.skl.km 78,100;hr.tø.skl.km 78,100;Km 78,100;-;km78,1;-;-;78,1;73;Odstup nezavìšeného postrku (na širé trati);1;Aktivní;9;36124;-;-;100545;100388;Plzeò;312009;Plzeò;Stát;SDC;320;Plzeòskı;-830790,868;-1082989,896;"E13°17'25,419""";"N49°37'04,710""";;-1
537720;53772000;hr.tø.skl.km 85,300;hr.tø.skl.km 85,300;Km 85,300;-;km85,3;-;-;85,3;73;Odstup nezavìšeného postrku (na širé trati);1;Aktivní;9;156122;-;-;100545;100172;Hradec Králové;314005;Hradec Králové;Stát;SDC;520;Královehradeckı;-609482,091;-1002749,101;"E16°12'33,460""";"N50°35'45,164""";;-1
732842;73284200;hr.tø.skl.km 96,330;hr.tø.skl.km 96,330;Km 96,330;-;km96,33;-;-;96,33;73;Odstup nezavìšeného postrku (na širé trati);1;Aktivní;9;36134;-;-;100545;100388;Plzeò;312009;Plzeò;Stát;SDC;320;Plzeòskı;-822706,75;-1070453,398;"E13°22'29,818""";"N49°44'25,312""";;-1
571687;57168700;hr.tø.skl.km 99,460;hr.tø.skl.km 99,460;Km 99,460;-;km99,46;-;-;99,46;73;Odstup nezavìšeného postrku (na širé trati);1;Aktivní;9;114106;-;-;100552;100255;Liberec;314005;Hradec Králové;Stát;SDC;510;Libereckı;-714621,51;-982956,146;"E14°42'01,407""";"N50°39'23,671""";;-1
544650;54465000;hr.VUSC 0100/0200 01;hr. VUSC 0100/0200 01;hr.VUSC 0100/0200 01;-;VUSC01;-;-;419,884;92;Hranice oblastí;1;Aktivní;9;80106;-;-;100545;100230;Kralupy nad Vltavou;311001;Praha;Stát;SDC;210;Støedoèeskı;-743767,705;-1036726,052;"E14°23'45,548""";"N50°08'32,233""";;-1
573378;57337800;hr.VUSC 0100/0200 02;hr. VUSC 0100/0200 02;hr.VUSC 0100/0200 02;-;VUSC02;-;-;23,03;92;Hranice oblastí;1;Aktivní;9;90110;-;-;100545;100230;Kralupy nad Vltavou;311001;Praha;Stát;SDC;210;Støedoèeskı;-733963,822;-1034130,208;"E14°31'37,170""";"N50°10'38,566""";;-1
548271;54827100;hr.VUSC 0100/0200 03;hr. VUSC 0100/0200 03;hr.VUSC 0100/0200 03;-;VUSC03;-;-;17,349;92;Hranice oblastí;1;Aktivní;9;119206;-;-;100545;100396;Praha hl.n.;311001;Praha;Stát;SDC;210;Støedoèeskı;-726431,246;-1040962,677;"E14°38'39,366""";"N50°07'32,122""";;-1
530477;53047700;hr.VUSC 0100/0200 04;hr. VUSC 0100/0200 04;hr.VUSC 0100/0200 04;-;VUSC04;-;-;389,28;92;Hranice oblastí;1;Aktivní;9;150138;-;-;100545;100396;Praha hl.n.;311001;Praha;Stát;SDC;210;Støedoèeskı;-722764,16;-1046286,235;"E14°42'17,898""";"N50°04'57,123""";;-1
549857;54985700;hr.VUSC 0100/0200 05;hr. VUSC 0100/0200 05;hr.VUSC 0100/0200 05;-;VUSC05;-;-;166,14;92;Hranice oblastí;1;Aktivní;9;170410;-;-;100545;100396;Praha hl.n.;311001;Praha;Stát;SDC;210;Støedoèeskı;-728031,686;-1054306,425;"E14°38'49,088""";"N50°00'17,158""";;-1
555375;55537500;hr.VUSC 0100/0200 06;hr. VUSC 0100/0200 06;hr.VUSC 0100/0200 06;-;VUSC06;-;-;36,15;92;Hranice oblastí;1;Aktivní;9;1712B1;-;-;100545;100396;Praha hl.n.;311001;Praha;Stát;SDC;210;Støedoèeskı;-746178,72;-1056008,931;"E14°23'57,934""";"N49°58'03,268""";;-1
532572;53257200;hr.VUSC 0100/0200 07;hr. VUSC 0100/0200 07;hr.VUSC 0100/0200 07;-;VUSC07;-;-;12,706;92;Hranice oblastí;1;Aktivní;9;20204;-;-;100545;100396;Praha hl.n.;311001;Praha;Stát;SDC;210;Støedoèeskı;-750912,332;-1054970,957;"E14°19'55,480""";"N49°58'15,548""";;-1
549279;54927900;hr.VUSC 0100/0200 08;hr. VUSC 0100/0200 08;hr.VUSC 0100/0200 08;-;VUSC08;-;-;11,775;92;Hranice oblastí;1;Aktivní;9;74106;-;-;100545;100024;Beroun;311001;Praha;Stát;SDC;210;Støedoèeskı;-753069,612;-1048338,353;"E14°17'22,290""";"N50°01'38,568""";;-1
540476;54047600;hr.VUSC 0100/0200 09;hr. VUSC 0100/0200 09;hr.VUSC 0100/0200 09;-;VUSC09;-;-;17,075;92;Hranice oblastí;1;Aktivní;9;71106;-;-;100545;100396;Praha hl.n.;311001;Praha;Stát;SDC;210;Støedoèeskı;-752995,769;-1043200,23;"E14°16'50,289""";"N50°04'23,617""";;-1
572164;57216400;hr.VUSC 0100/0200 10;hr. VUSC 0100/0200 10;hr.VUSC 0100/0200 10;-;VUSC10;-;-;12,933;92;Hranice oblastí;1;Aktivní;9;0101Y1;-;-;100545;100230;Kralupy nad Vltavou;311001;Praha;Stát;SDC;210;Støedoèeskı;-752755,298;-1042288,11;"E14°16'55,929""";"N50°04'53,933""";;-1
552679;55267900;hr.VUSC 0200/0310 01;hr. VUSC 0200/0310 01;hr.VUSC 0200/0310 01;-;VUSC11;-;-;97,4;92;Hranice oblastí;1;Aktivní;9;170130;-;-;100545;100396;Praha hl.n.;311001;Praha;Stát;SDC;310;Jihoèeskı;-734392,859;-1107336,562;"E14°39'27,216""";"N49°31'28,444""";;-1
731521;73152100;hr.VUSC 0200/0310 02;hr. VUSC 0200/0310 02;hr.VUSC 0200/0310 02;-;VUSC12;-;-;10,608;92;Hranice oblastí;1;Aktivní;9;43118;-;-;100545;100446;Tábor;312009;Plzeò;Stát;SDC;310;Jihoèeskı;-789250,49;-1101162,47;"E13°53'43,407""";"N49°30'40,914""";;-1
769323;76932300;hr.VUSC 0200/0310 03;hr. VUSC 0200/0310 03;hr.VUSC 0200/0310 03;-;VUSC13;-;-;50,563;92;Hranice oblastí;1;Aktivní;9;28114;-;-;100545;100024;Beroun;311001;Praha;Stát;SDC;310;Jihoèeskı;-780416,337;-1097965,526;"E14°00'35,616""";"N49°33'04,097""";;-1
731547;73154700;hr.VUSC 0200/0320 01;hr. VUSC 0200/0320 01;hr.VUSC 0200/0320 01;-;VUSC14;-;-;66,343;92;Hranice oblastí;1;Aktivní;9;20220;-;-;100545;100024;Beroun;311001;Praha;Stát;SDC;320;Plzeòskı;-790618,087;-1064574,032;"E13°48'13,316""";"N49°50'06,583""";;-1
762252;76225200;hr.VUSC 0200/0320 02;hr. VUSC 0200/0320 02;hr.VUSC 0200/0320 02;-;VUSC15;-;-;21,824;92;Hranice oblastí;1;Aktivní;9;51108;-;-;100545;100024;Beroun;311001;Praha;Stát;SDC;320;Plzeòskı;-807611,084;-1042007,03;"E13°31'24,896""";"N50°00'48,686""";;-1
550186;55018600;hr.VUSC 0200/0420 01;hr. VUSC 0200/0420 01;hr.VUSC 0200/0420 01;-;VUSC16;-;-;24,909;92;Hranice oblastí;1;Aktivní;9;76214;-;-;100545;100024;Beroun;311001;Praha;Stát;SDC;420;Ústeckı;-789530,792;-1020942,254;"E13°43'49,498""";"N50°13'29,059""";;-1
761650;76165000;hr.VUSC 0200/0420 02;hr. VUSC 0200/0420 02;hr.VUSC 0200/0420 02;-;VUSC17;-;-;25,987;92;Hranice oblastí;1;Aktivní;9;39110;-;-;100545;100024;Beroun;311001;Praha;Stát;SDC;420;Ústeckı;-814479,068;-1032226,969;"E13°24'30,238""";"N50°05'28,598""";;-1
533661;53366100;hr.VUSC 0200/0420 03;hr. VUSC 0200/0420 03;hr.VUSC 0200/0420 03;-;VUSC18;-;-;74,545;92;Hranice oblastí;1;Aktivní;9;10132;-;-;100552;100024;Beroun;313007;Ústí nad Labem;Stát;SDC;420;Ústeckı;-796275,787;-1021002,723;"E13°38'13,325""";"N50°12'55,227""";;-1
542886;54288600;hr.VUSC 0200/0420 04;hr. VUSC 0200/0420 04;hr.VUSC 0200/0420 04;-;VUSC19;-;-;465,18;92;Hranice oblastí;1;Aktivní;9;80118;-;-;100552;100479;Ústí nad Labem;313007;Ústí nad Labem;Stát;SDC;420;Ústeckı;-741021,821;-1004345,51;"E14°22'19,163""";"N50°26'02,586""";;-1
540583;54058300;hr.VUSC 0200/0420 05;hr. VUSC 0200/0420 05;hr.VUSC 0200/0420 05;-;VUSC20;-;-;35,1;92;Hranice oblastí;1;Aktivní;9;83130;-;-;100552;100479;Ústí nad Labem;313007;Ústí nad Labem;Stát;SDC;420;Ústeckı;-742689,757;-1013325,761;"E14°21'57,803""";"N50°21'07,278""";;-1
530683;53068300;hr.VUSC 0200/0420 06;hr. VUSC 0200/0420 06;hr.VUSC 0200/0420 06;-;VUSC21;-;-;381,49;92;Hranice oblastí;1;Aktivní;9;100106;-;-;100552;100131;Dìèín;313007;Ústí nad Labem;Stát;SDC;420;Ústeckı;-737985,5;-1006037,416;"E14°25'03,276""";"N50°25'21,770""";;-1
542910;54291000;hr.VUSC 0200/0420 07;hr. VUSC 0200/0420 07;hr.VUSC 0200/0420 07;-;VUSC22;-;-;1,82;92;Hranice oblastí;1;Aktivní;9;80502;-;-;100552;100479;Ústí nad Labem;313007;Ústí nad Labem;Stát;SDC;420;Ústeckı;-741010,572;-1004356,575;"E14°22'19,804""";"N50°26'02,281""";;-1
537084;53708400;hr.VUSC 0200/0420 08;hr. VUSC 0200/0420 08;hr.VUSC 0200/0420 08;-;VUSC85;-;-;73,968;97;Hranice OPØ totoná s hranicí VÚSC;1;Aktivní;9;69308;-;-;100552;100305;Most;313007;Ústí nad Labem;Stát;SDC;420;Ústeckı;-769904,36;-1014345,079;"E13°59'22,386""";"N50°18'31,695""";;-1
540591;54059100;hr.VUSC 0200/0420 09;hr. VUSC 0200/0420 09;hr.VUSC 0200/0420 09;-;VUSC86;-;-;17,865;97;Hranice OPØ totoná s hranicí VÚSC;1;Aktivní;9;85104;-;-;100552;100230;Kralupy nad Vltavou;311001;Praha;Stát;SDC;420;Ústeckı;-753100,309;-1013314,682;"E14°13'16,203""";"N50°20'21,132""";;-1
568915;56891500;hr.VUSC 0200/0510 01;hr. VUSC 0200/0510 01;hr.VUSC 0200/0510 01;-;VUSC23;-;-;18,9;92;Hranice oblastí;1;Aktivní;9;110106;-;-;100552;100255;Liberec;314005;Hradec Králové;Stát;SDC;510;Libereckı;-714885,944;-998536,683;"E14°43'32,973""";"N50°31'02,745""";;-1
543223;54322300;hr.VUSC 0200/0510 02;hr. VUSC 0200/0510 02;hr.VUSC 0200/0510 02;-;VUSC24;-;-;98,093;92;Hranice oblastí;1;Aktivní;9;90138;-;-;100545;100255;Liberec;314005;Hradec Králové;Stát;SDC;510;Libereckı;-690463,255;-995694,089;"E15°03'44,070""";"N50°34'16,742""";;-1
563510;56351000;hr.VUSC 0200/0520 01;hr. VUSC 0200/0520 01;hr.VUSC 0200/0520 01;-;VUSC25;-;-;7,112;92;Hranice oblastí;1;Aktivní;9;141102;-;-;100545;100172;Hradec Králové;314005;Hradec Králové;Stát;SDC;520;Královehradeckı;-674338,376;-1042294,355;"E15°22'10,268""";"N50°10'26,173""";;-1
