@lat	@lon	railway:ref	name
50.0506654	12.9914386	734152	Toužim
50.1112952	14.9224047	530964	Poříčany
48.8118907	14.9230693	736421	Nová Ves nad Lužnicí
48.7696648	14.9578871	736322	České Velenice
49.9775181	15.8624433	555730	Úhřetice
49.9574834	15.7940455	555532	Chrudim město
49.8020517	12.6388725	756858	Tachov
49.4307510	13.8728415	747220	Blatná
49.5100090	14.0345550	730226	Mirovice
50.3951962	16.1219705	538801	Václavice
50.4731251	16.1770750	538207	Hronov
50.0897267	13.2069145	733451	Protivec
49.2232971	14.4085217	740522	Týn nad Vltavou
49.1536415	14.2218145	733527	Číčenice
49.2554527	13.9161835	761023	Strakonice
49.6424140	13.5171006	764050	Nezvěstice
49.6954641	13.4781767	739854	Starý Plzenec
49.7245493	13.4187269	739953	Plzeň-Koterov
49.7402712	13.3672676	746552	Plzeň-Jižní předměstí
50.1095931	16.2588537	532606	Doudleby nad Orlicí
50.1167590	16.2242575	532408	Kostelec nad Orlicí
50.2001961	15.9824587	531608	Třebechovice pod Orebem
50.2525470	15.8182271	568600	Předměřice nad Labem
49.5751951	13.3228239	753558	Přeštice
49.4737402	13.2907478	753954	Švihov u Klatov
49.8262525	13.5765977	741355	Stupno
49.8189525	13.3945747	750653	Třemošná u Plzně
50.6216919	15.8201905	572206	Svoboda nad Úpou
50.6001895	15.8727443	572404	Kalná Voda
50.5649935	15.9108438	570200	Trutnov hlavní nádraží
50.5776059	15.9454074	570408	Trutnov střed
50.5790038	15.9584751	570309	Trutnov-Poříčí
50.2562762	14.3764231	546069	Úžice
50.2400326	14.3378328	544064	Chvatěruby
50.2317505	14.2836917	539460	Kralupy nad Vltavou předměstí
50.2327366	14.2451973	539262	Olovnice
50.4581025	14.2297566	559492	Hrobce
50.9832939	14.2833390	565291	Dolní Poustevna
51.0062948	14.4615597	566190	Šluknov
50.8427572	14.5706143	567594	Jedlová
50.7692774	14.7582201	572099	Jablonné v Podještědí
50.7416962	14.5223815	567990	Skalice u České Lípy
50.6815428	14.6356465	571299	Zákupy
50.7533652	15.0329001	551523	Liberec-Horní Růžodol
50.7738691	14.9837900	551721	Karlov pod Ještědem
50.7512248	14.9185555	551820	Křižany
50.8759233	15.2060885	548529	Bílý Potok pod Smrkem
50.9389745	15.1510852	546226	Řasnice
50.8794605	15.1848273	548321	Hejnice
50.9589299	15.2541673	545723	Jindřichovice pod Smrkem
50.7121643	15.4231369	571109	Rokytnice nad Jizerou
50.3082933	13.3319267	535997	Vilémov u Kadaně
50.9247187	15.2244289	545624	Nové Město pod Smrkem
50.8325860	15.0650141	548628	Mníšek u Liberce
50.0931950	13.4715111	761643	Jesenice
50.0956850	13.6466655	761049	Senomaty
50.0564421	13.6290692	762047	Zavidov
50.0328949	13.5689940	762245	Čistá
50.0786273	13.6962271	761841	Lubná
48.7650577	14.0265624	759126	Horní Planá
48.8608487	13.8610500	739326	Černý Kříž
48.9072502	13.8832104	739128	Volary
48.9283590	13.7967347	752022	Lenora
49.0556817	13.7910511	751222	Vimperk
49.2012738	15.0505359	744920	Lovětín
49.2368768	15.0668753	745224	Nová Včelnice
49.2949253	15.0748824	745521	Kamenice nad Lipou
49.3738500	14.9653624	746024	Černovice u Tábora
50.5262022	14.0804457	531293	Velké Žernoseky
50.7263692	15.1490146	551127	Jablonec nad Nisou dolní nádraží
50.7699103	15.3656799	549121	Kořenov
50.6034428	15.3237451	565903	Semily
50.6340357	15.1917838	565523	Malá Skála
50.7434137	15.3113566	549527	Tanvald
50.2678704	12.8911686	734558	Sadov
50.3067797	12.8689250	734855	Hroznětín
50.3268389	12.8648441	735050	Merklín
50.2235185	13.4043592	752360	Podbořany
50.0551446	14.3777953	571067	Praha-Jinonice
50.7337186	14.1879097	560094	Boletice nad Labem
49.7117191	15.6837156	549238	Chotěboř
